x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
65.3000030517578,123,0,102,97,87,526,948,113,76,124,50,572,158
196.899993896484,136,0,121,149,141,577,994,157,80,102,39,673,167
56.5999984741211,133,0,104,51,47,599,1024,7,40,99,27,425,225
92.3000030517578,126,0,118,97,97,542,990,18,21,102,35,589,166
121.599998474121,152,0,112,82,76,571,1018,10,79,103,28,537,215
37.2999992370606,140,0,93,55,54,535,1045,6,20,135,40,453,200
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
85.5999984741211,157,1,90,65,62,553,955,39,286,81,28,421,239
75.0,130,0,116,128,128,536,934,51,24,78,34,627,135
69.5999984741211,166,1,89,58,54,521,973,46,254,72,26,396,237
79.8000030517578,152,1,87,57,53,530,986,30,72,92,43,405,264
121.599998474121,132,0,96,87,83,564,953,43,92,83,32,513,227
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
68.1999969482422,121,0,110,118,115,547,964,25,44,84,29,689,126
45.5,139,1,88,46,41,480,968,19,49,135,53,457,249
84.9000015258789,134,0,108,75,71,595,972,47,59,83,31,580,172
84.9000015258789,130,0,121,90,91,623,1049,3,22,113,40,588,160
57.7999992370606,142,1,89,45,44,533,969,18,219,94,33,318,250
75.4000015258789,125,0,109,90,81,586,964,97,82,105,43,617,163
94.5999984741211,142,1,88,81,77,497,956,33,321,116,47,427,247
88.0,148,0,122,72,66,601,998,9,19,84,20,590,144
122.5,125,0,108,113,105,567,985,78,94,130,58,626,166
34.2000007629395,135,0,109,69,71,540,965,6,4,80,22,564,139
66.4000015258789,135,0,117,62,61,595,986,22,46,77,27,529,190
43.9000015258789,157,1,89,47,44,512,962,22,423,97,34,288,276
104.300003051758,119,0,107,166,157,521,938,168,89,92,36,637,154
155.5,131,1,109,115,109,542,969,50,179,79,35,472,206
103.0,136,0,121,95,96,574,1012,29,36,111,37,622,162
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
123.400001525879,141,0,121,109,101,591,985,18,30,91,20,578,174
82.3000030517578,162,1,99,75,70,522,996,40,208,73,27,496,224
115.099998474121,145,1,104,82,74,560,981,96,126,88,31,488,228
