x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
79.8000030517578,152,1,87,57,53,530,986,30,72,92,43,405,264
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
56.5999984741211,133,0,104,51,47,599,1024,7,40,99,27,425,225
196.899993896484,136,0,121,149,141,577,994,157,80,102,39,673,167
52.2999992370606,130,0,116,63,57,641,984,14,26,70,21,486,196
92.3000030517578,126,0,118,97,97,542,990,18,21,102,35,589,166
57.7999992370606,142,1,89,45,44,533,969,18,219,94,33,318,250
68.1999969482422,121,0,110,118,115,547,964,25,44,84,29,689,126
155.5,131,1,109,115,109,542,969,50,179,79,35,472,206
84.9000015258789,130,0,121,90,91,623,1049,3,22,113,40,588,160
79.0999984741211,151,1,91,58,56,510,950,33,301,108,41,394,261
75.4000015258789,125,0,109,90,81,586,964,97,82,105,43,617,163
70.5,140,0,118,71,68,632,1029,7,15,100,24,526,174
43.9000015258789,157,1,89,47,44,512,962,22,423,97,34,288,276
84.9000015258789,134,0,108,75,71,595,972,47,59,83,31,580,172
34.2000007629395,135,0,109,69,71,540,965,6,4,80,22,564,139
69.5999984741211,166,1,89,58,54,521,973,46,254,72,26,396,237
163.5,143,0,113,103,95,583,1012,13,102,96,36,557,194
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
74.1999969482422,126,0,108,74,67,602,984,34,12,102,33,557,195
65.3000030517578,123,0,102,97,87,526,948,113,76,124,50,572,158
53.9000015258789,143,0,110,66,63,537,977,10,6,114,35,487,166
199.300003051758,131,0,121,160,143,631,1071,3,77,102,41,674,152
121.599998474121,152,0,112,82,76,571,1018,10,79,103,28,537,215
104.300003051758,119,0,107,166,157,521,938,168,89,92,36,637,154
75.0,130,0,116,128,128,536,934,51,24,78,34,627,135
92.9000015258789,135,1,104,123,115,537,978,31,170,89,34,631,165
96.3000030517578,127,1,111,82,79,519,982,4,139,97,38,620,168
94.5999984741211,142,1,88,81,77,497,956,33,321,116,47,427,247
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
51.0999984741211,128,0,113,67,60,624,972,28,10,77,25,507,206
122.5,125,0,108,113,105,567,985,78,94,130,58,626,166
