x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
52.2999992370606,130,0,116,63,57,641,984,14,26,70,21,486,196
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
79.0999984741211,151,1,91,58,56,510,950,33,301,108,41,394,261
163.5,143,0,113,103,95,583,1012,13,102,96,36,557,194
85.5999984741211,157,1,90,65,62,553,955,39,286,81,28,421,239
127.199996948242,150,0,100,109,98,531,964,9,24,87,38,559,153
68.1999969482422,121,0,110,118,115,547,964,25,44,84,29,689,126
70.5,140,0,118,71,68,632,1029,7,15,100,24,526,174
122.5,125,0,108,113,105,567,985,78,94,130,58,626,166
155.5,131,1,109,115,109,542,969,50,179,79,35,472,206
115.099998474121,145,1,104,82,74,560,981,96,126,88,31,488,228
37.2999992370606,140,0,93,55,54,535,1045,6,20,135,40,453,200
88.0,148,0,122,72,66,601,998,9,19,84,20,590,144
57.7999992370606,142,1,89,45,44,533,969,18,219,94,33,318,250
79.8000030517578,152,1,87,57,53,530,986,30,72,92,43,405,264
53.9000015258789,143,0,110,66,63,537,977,10,6,114,35,487,166
43.9000015258789,157,1,89,47,44,512,962,22,423,97,34,288,276
65.3000030517578,123,0,102,97,87,526,948,113,76,124,50,572,158
66.4000015258789,135,0,117,62,61,595,986,22,46,77,27,529,190
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
51.0999984741211,128,0,113,67,60,624,972,28,10,77,25,507,206
96.3000030517578,127,1,111,82,79,519,982,4,139,97,38,620,168
92.3000030517578,126,0,118,97,97,542,990,18,21,102,35,589,166
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
50.7999992370606,126,0,104,106,97,599,989,40,24,78,25,593,171
196.899993896484,136,0,121,149,141,577,994,157,80,102,39,673,167
84.9000015258789,134,0,108,75,71,595,972,47,59,83,31,580,172
82.5999984741211,149,1,88,61,54,515,953,36,165,86,35,395,251
45.5,139,1,88,46,41,480,968,19,49,135,53,457,249
92.9000015258789,135,1,104,123,115,537,978,31,170,89,34,631,165
69.5999984741211,166,1,89,58,54,521,973,46,254,72,26,396,237
121.599998474121,152,0,112,82,76,571,1018,10,79,103,28,537,215
