,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,Target
0,68.19999694824219,121.0,0.0,110.0,118.0,115.0,547.0,964.0,25.0,44.0,84.0,29.0,689.0,1
1,96.8000030517578,131.0,0.0,116.0,78.0,73.0,574.0,1038.0,7.0,36.0,142.0,42.0,540.0,1
2,121.5999984741211,132.0,0.0,96.0,87.0,83.0,564.0,953.0,43.0,92.0,83.0,32.0,513.0,1
3,56.59999847412109,133.0,0.0,104.0,51.0,47.0,599.0,1024.0,7.0,40.0,99.0,27.0,425.0,1
4,74.19999694824219,126.0,0.0,108.0,74.0,67.0,602.0,984.0,34.0,12.0,102.0,33.0,557.0,1
5,45.5,139.0,1.0,88.0,46.0,41.0,480.0,968.0,19.0,49.0,135.0,53.0,457.0,1
6,122.5,125.0,0.0,108.0,113.0,105.0,567.0,985.0,78.0,94.0,130.0,58.0,626.0,1
7,75.0,130.0,0.0,116.0,128.0,128.0,536.0,934.0,51.0,24.0,78.0,34.0,627.0,1
8,84.9000015258789,134.0,0.0,108.0,75.0,71.0,595.0,972.0,47.0,59.0,83.0,31.0,580.0,1
9,79.80000305175781,152.0,1.0,87.0,57.0,53.0,530.0,986.0,30.0,72.0,92.0,43.0,405.0,1
10,163.5,143.0,0.0,113.0,103.0,95.0,583.0,1012.0,13.0,102.0,96.0,36.0,557.0,1
11,123.4000015258789,141.0,0.0,121.0,109.0,101.0,591.0,985.0,18.0,30.0,91.0,20.0,578.0,1
12,43.900001525878906,157.0,1.0,89.0,47.0,44.0,512.0,962.0,22.0,423.0,97.0,34.0,288.0,1
13,75.4000015258789,125.0,0.0,109.0,90.0,81.0,586.0,964.0,97.0,82.0,105.0,43.0,617.0,1
14,82.5999984741211,149.0,1.0,88.0,61.0,54.0,515.0,953.0,36.0,165.0,86.0,35.0,395.0,1
15,82.30000305175781,162.0,1.0,99.0,75.0,70.0,522.0,996.0,40.0,208.0,73.0,27.0,496.0,1
16,84.9000015258789,130.0,0.0,121.0,90.0,91.0,623.0,1049.0,3.0,22.0,113.0,40.0,588.0,1
17,53.900001525878906,143.0,0.0,110.0,66.0,63.0,537.0,977.0,10.0,6.0,114.0,35.0,487.0,1
18,54.20000076293945,141.0,0.0,109.0,56.0,54.0,523.0,968.0,4.0,2.0,107.0,37.0,489.0,1
19,52.29999923706055,130.0,0.0,116.0,63.0,57.0,641.0,984.0,14.0,26.0,70.0,21.0,486.0,1
20,70.5,140.0,0.0,118.0,71.0,68.0,632.0,1029.0,7.0,15.0,100.0,24.0,526.0,1
21,115.0999984741211,145.0,1.0,104.0,82.0,74.0,560.0,981.0,96.0,126.0,88.0,31.0,488.0,1
22,104.3000030517578,119.0,0.0,107.0,166.0,157.0,521.0,938.0,168.0,89.0,92.0,36.0,637.0,1
23,69.5999984741211,166.0,1.0,89.0,58.0,54.0,521.0,973.0,46.0,254.0,72.0,26.0,396.0,1
24,196.8999938964844,136.0,0.0,121.0,149.0,141.0,577.0,994.0,157.0,80.0,102.0,39.0,673.0,1
25,85.5999984741211,157.0,1.0,90.0,65.0,62.0,553.0,955.0,39.0,286.0,81.0,28.0,421.0,1
26,88.0,148.0,0.0,122.0,72.0,66.0,601.0,998.0,9.0,19.0,84.0,20.0,590.0,1
27,96.3000030517578,127.0,1.0,111.0,82.0,79.0,519.0,982.0,4.0,139.0,97.0,38.0,620.0,1
28,92.3000030517578,126.0,0.0,118.0,97.0,97.0,542.0,990.0,18.0,21.0,102.0,35.0,589.0,1
29,167.39999389648438,124.0,0.0,105.0,121.0,116.0,580.0,966.0,101.0,106.0,77.0,35.0,657.0,1
30,155.5,131.0,1.0,109.0,115.0,109.0,542.0,969.0,50.0,179.0,79.0,35.0,472.0,1
31,199.3000030517578,131.0,0.0,121.0,160.0,143.0,631.0,1071.0,3.0,77.0,102.0,41.0,674.0,1
32,84.65852625590902,130.16769114193212,0.0,120.94969265742037,89.68138683032898,90.61431037355612,623.1509220277389,1048.6646177161358,3.0670764567728472,21.88261620064752,112.78200151548825,39.73169417290861,586.9603149200209,1
33,63.53525684733992,133.9985566012803,0.0,108.53323710675203,64.40173207846364,60.06791761222374,559.8742685665904,975.4682062919677,18.0028867974394,6.667628932479799,104.6661855337601,35.13294842700808,520.7398767408627,1
34,150.7519795746473,131.1400595932637,0.8599404067363206,107.17922528757217,111.07833138861697,105.35845057514433,545.081311051801,966.7590465077811,49.01958284715424,166.81481538605988,79.56023837305472,34.57982122020896,477.74244332381085,1
35,142.58442407113432,135.4756944597711,1.0,107.4015376929389,104.45014877339673,97.81076385057229,547.75446430542,972.8363095369466,64.70585322496214,162.05629954515234,81.87723215270998,33.72123015435112,477.1150793825955,1
36,81.33860263082829,150.35149775590864,1.0,87.54950074803045,59.19800299212183,53.549500748030454,521.7574887795431,967.8664753149949,33.29700448818274,123.1035695668325,88.70299551181726,38.60399401575634,399.5049925196954,1
37,74.3830534527298,126.29182914551707,0.0,108.18570945623813,73.97347007768026,66.98673503884014,601.9867350388402,984.1857094562381,33.668375971003336,12.092854728119066,101.76123069912241,32.82755550492173,557.4377437182756,1
38,84.06770671954766,130.57798244315148,0.0,120.82660526705456,88.9018333580122,89.67064038075162,623.5201841988363,1047.8440351136971,3.231192977260589,21.59541228979397,112.24862282390309,39.075228090957644,584.4165088524609,1
39,144.7395100810451,126.42410029662584,0.0,113.11396495016245,158.57589970337418,150.01261148552862,545.4558598006498,962.4558598006498,163.19617039630094,85.06959396060985,96.36711782154461,37.31013534646338,652.7216241575605,1
40,95.12603480666837,147.45833398984033,1.0,94.16666404063866,69.09374655333824,61.708330050798324,532.3437426142963,963.7916620711177,59.124990152394965,149.96875640094328,86.77083300507984,33.458333989840334,430.8437347362122,1
41,54.22411637286155,142.72857371225635,0.0,109.96806749555957,66.1277300177617,63.06386500888085,538.037806394314,977.1117637655415,10.38319005328514,6.095797513321285,113.80840497335743,34.96806749555957,488.11763765541497,1
42,72.60161820720903,162.07480496442346,1.0,88.76910617437785,58.69268147686645,54.0,519.6146370462671,968.382123487557,43.69106174377851,233.45044951962873,75.23251355871008,28.07804443059934,395.76910617437784,1
43,60.904608558077,134.3384583884682,0.0,117.44615279615607,65.1692291942341,59.169229194234106,631.3589813589596,987.3743565243642,12.794872669869942,24.312821737817917,73.37435652436416,20.758974533973987,511.0666484667052,1
44,82.45711157944552,145.46610815060367,0.0,120.73305407530184,71.68326351882546,66.63347296234909,610.8188309164108,1007.8188309164108,8.366527037650917,17.733054075301833,89.06778369879267,21.266945924698167,569.7288652048293,1
45,110.84824651187421,149.90989639126124,1.0,102.90003342217379,90.60013368869517,85.21013034647778,529.8000668443476,985.4699097601308,43.90003342217379,196.689903075696,75.34002005330427,30.120026737739032,486.6399197867829,1
46,76.50190767533185,129.6697119418044,0.0,110.3352712356937,73.66638982347233,66.83319491173616,601.8331949117362,986.3352712356937,29.829872793404107,13.16763561784685,98.99750841125096,30.831533852570136,562.5045679127065,1
47,166.72387280593793,127.29392841664767,0.0,106.38691722806217,117.8794362368601,112.35934227633679,580.5200939605234,973.9747740613575,85.74391049131606,105.30654138596891,80.29392841664767,35.173364653507775,639.6635346492228,1
48,132.7626368414544,139.48045453184082,0.0,111.0446969621338,92.05030298794927,85.61454541824222,587.6927272908789,996.3575756970704,26.296060657490187,85.18439387435065,90.91621210154787,34.0446969621338,565.9943939741845,1
49,72.5918877762153,121.9111804389403,0.0,111.4578887023045,114.17304215645069,111.71975041981487,546.0888195610597,968.7381382824897,23.724347385483565,39.808569980874566,87.28024958018513,30.093416526728372,670.7763912211938,1
50,69.23383469755713,130.1588560245999,0.0,108.48927717936469,72.04289128254122,66.02144564127062,586.0984916706474,982.2875298722236,28.12867384762366,10.532168461905915,104.93566307618818,33.48927717936469,539.8752987222357,1
51,166.64803059335748,128.44906475305254,0.0,115.47297363161383,140.0176738989115,126.8440767693327,603.7900240325604,1034.4365947937529,34.88669058684336,84.22764986635116,113.90436448575485,48.22764986635116,653.5925180244202,1
