x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
92.9000015258789,135,1,104,123,115,537,978,31,170,89,34,631,165
45.5,139,1,88,46,41,480,968,19,49,135,53,457,249
84.9000015258789,134,0,108,75,71,595,972,47,59,83,31,580,172
84.9000015258789,130,0,121,90,91,623,1049,3,22,113,40,588,160
82.5999984741211,149,1,88,61,54,515,953,36,165,86,35,395,251
34.2000007629395,135,0,109,69,71,540,965,6,4,80,22,564,139
196.899993896484,136,0,121,149,141,577,994,157,80,102,39,673,167
53.9000015258789,143,0,110,66,63,537,977,10,6,114,35,487,166
155.5,131,1,109,115,109,542,969,50,179,79,35,472,206
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
57.7999992370606,142,1,89,45,44,533,969,18,219,94,33,318,250
123.400001525879,141,0,121,109,101,591,985,18,30,91,20,578,174
79.0999984741211,151,1,91,58,56,510,950,33,301,108,41,394,261
74.1999969482422,126,0,108,74,67,602,984,34,12,102,33,557,195
115.099998474121,145,1,104,82,74,560,981,96,126,88,31,488,228
199.300003051758,131,0,121,160,143,631,1071,3,77,102,41,674,152
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
66.4000015258789,135,0,117,62,61,595,986,22,46,77,27,529,190
52.2999992370606,130,0,116,63,57,641,984,14,26,70,21,486,196
122.5,125,0,108,113,105,567,985,78,94,130,58,626,166
69.5999984741211,166,1,89,58,54,521,973,46,254,72,26,396,237
65.3000030517578,123,0,102,97,87,526,948,113,76,124,50,572,158
94.5999984741211,142,1,88,81,77,497,956,33,321,116,47,427,247
127.199996948242,150,0,100,109,98,531,964,9,24,87,38,559,153
68.1999969482422,121,0,110,118,115,547,964,25,44,84,29,689,126
75.4000015258789,125,0,109,90,81,586,964,97,82,105,43,617,163
103.0,136,0,121,95,96,574,1012,29,36,111,37,622,162
37.2999992370606,140,0,93,55,54,535,1045,6,20,135,40,453,200
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
51.0999984741211,128,0,113,67,60,624,972,28,10,77,25,507,206
50.7999992370606,126,0,104,106,97,599,989,40,24,78,25,593,171
85.5999984741211,157,1,90,65,62,553,955,39,286,81,28,421,239
