x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
51.0999984741211,128,0,113,67,60,624,972,28,10,77,25,507,206
57.7999992370606,142,1,89,45,44,533,969,18,219,94,33,318,250
199.300003051758,131,0,121,160,143,631,1071,3,77,102,41,674,152
79.0999984741211,151,1,91,58,56,510,950,33,301,108,41,394,261
103.0,136,0,121,95,96,574,1012,29,36,111,37,622,162
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
121.599998474121,132,0,96,87,83,564,953,43,92,83,32,513,227
92.3000030517578,126,0,118,97,97,542,990,18,21,102,35,589,166
70.5,140,0,118,71,68,632,1029,7,15,100,24,526,174
65.3000030517578,123,0,102,97,87,526,948,113,76,124,50,572,158
74.1999969482422,126,0,108,74,67,602,984,34,12,102,33,557,195
45.5,139,1,88,46,41,480,968,19,49,135,53,457,249
121.599998474121,152,0,112,82,76,571,1018,10,79,103,28,537,215
75.4000015258789,125,0,109,90,81,586,964,97,82,105,43,617,163
127.199996948242,150,0,100,109,98,531,964,9,24,87,38,559,153
115.099998474121,145,1,104,82,74,560,981,96,126,88,31,488,228
54.2000007629395,141,0,109,56,54,523,968,4,2,107,37,489,170
96.3000030517578,127,1,111,82,79,519,982,4,139,97,38,620,168
88.0,148,0,122,72,66,601,998,9,19,84,20,590,144
68.1999969482422,121,0,110,118,115,547,964,25,44,84,29,689,126
92.9000015258789,135,1,104,123,115,537,978,31,170,89,34,631,165
82.5999984741211,149,1,88,61,54,515,953,36,165,86,35,395,251
123.400001525879,141,0,121,109,101,591,985,18,30,91,20,578,174
43.9000015258789,157,1,89,47,44,512,962,22,423,97,34,288,276
104.300003051758,119,0,107,166,157,521,938,168,89,92,36,637,154
66.4000015258789,135,0,117,62,61,595,986,22,46,77,27,529,190
56.5999984741211,133,0,104,51,47,599,1024,7,40,99,27,425,225
37.2999992370606,140,0,93,55,54,535,1045,6,20,135,40,453,200
163.5,143,0,113,103,95,583,1012,13,102,96,36,557,194
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
85.5999984741211,157,1,90,65,62,553,955,39,286,81,28,421,239
