,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,Target
0,84.9000015258789,134.0,0.0,108.0,75.0,71.0,595.0,972.0,47.0,59.0,83.0,31.0,580.0,172.0
1,79.0999984741211,151.0,1.0,91.0,58.0,56.0,510.0,950.0,33.0,301.0,108.0,41.0,394.0,261.0
2,121.5999984741211,132.0,0.0,96.0,87.0,83.0,564.0,953.0,43.0,92.0,83.0,32.0,513.0,227.0
3,75.0,130.0,0.0,116.0,128.0,128.0,536.0,934.0,51.0,24.0,78.0,34.0,627.0,135.0
4,69.5999984741211,166.0,1.0,89.0,58.0,54.0,521.0,973.0,46.0,254.0,72.0,26.0,396.0,237.0
5,127.1999969482422,150.0,0.0,100.0,109.0,98.0,531.0,964.0,9.0,24.0,87.0,38.0,559.0,153.0
6,50.79999923706055,126.0,0.0,104.0,106.0,97.0,599.0,989.0,40.0,24.0,78.0,25.0,593.0,171.0
7,96.8000030517578,131.0,0.0,116.0,78.0,73.0,574.0,1038.0,7.0,36.0,142.0,42.0,540.0,176.0
8,84.9000015258789,130.0,0.0,121.0,90.0,91.0,623.0,1049.0,3.0,22.0,113.0,40.0,588.0,160.0
9,121.5999984741211,152.0,0.0,112.0,82.0,76.0,571.0,1018.0,10.0,79.0,103.0,28.0,537.0,215.0
10,122.5,125.0,0.0,108.0,113.0,105.0,567.0,985.0,78.0,94.0,130.0,58.0,626.0,166.0
11,37.29999923706055,140.0,0.0,93.0,55.0,54.0,535.0,1045.0,6.0,20.0,135.0,40.0,453.0,200.0
12,92.3000030517578,126.0,0.0,118.0,97.0,97.0,542.0,990.0,18.0,21.0,102.0,35.0,589.0,166.0
13,85.5999984741211,157.0,1.0,90.0,65.0,62.0,553.0,955.0,39.0,286.0,81.0,28.0,421.0,239.0
14,199.3000030517578,131.0,0.0,121.0,160.0,143.0,631.0,1071.0,3.0,77.0,102.0,41.0,674.0,152.0
15,66.4000015258789,135.0,0.0,117.0,62.0,61.0,595.0,986.0,22.0,46.0,77.0,27.0,529.0,190.0
