x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,Target
103.0,136,0,121,95,96,574,1012,29,36,111,37,622,162
85.5999984741211,157,1,90,65,62,553,955,39,286,81,28,421,239
43.9000015258789,157,1,89,47,44,512,962,22,423,97,34,288,276
69.5999984741211,166,1,89,58,54,521,973,46,254,72,26,396,237
53.9000015258789,143,0,110,66,63,537,977,10,6,114,35,487,166
74.1999969482422,126,0,108,74,67,602,984,34,12,102,33,557,195
75.0,130,0,116,128,128,536,934,51,24,78,34,627,135
82.3000030517578,162,1,99,75,70,522,996,40,208,73,27,496,224
123.400001525879,141,0,121,109,101,591,985,18,30,91,20,578,174
82.5999984741211,149,1,88,61,54,515,953,36,165,86,35,395,251
167.399993896484,124,0,105,121,116,580,966,101,106,77,35,657,170
51.0999984741211,128,0,113,67,60,624,972,28,10,77,25,507,206
79.8000030517578,152,1,87,57,53,530,986,30,72,92,43,405,264
115.099998474121,145,1,104,82,74,560,981,96,126,88,31,488,228
121.599998474121,152,0,112,82,76,571,1018,10,79,103,28,537,215
155.5,131,1,109,115,109,542,969,50,179,79,35,472,206
127.199996948242,150,0,100,109,98,531,964,9,24,87,38,559,153
122.5,125,0,108,113,105,567,985,78,94,130,58,626,166
88.0,148,0,122,72,66,601,998,9,19,84,20,590,144
83.0999984741211,177,1,87,58,56,638,974,24,349,76,28,382,254
96.8000030517578,131,0,116,78,73,574,1038,7,36,142,42,540,176
196.899993896484,136,0,121,149,141,577,994,157,80,102,39,673,167
52.2999992370606,130,0,116,63,57,641,984,14,26,70,21,486,196
163.5,143,0,113,103,95,583,1012,13,102,96,36,557,194
34.2000007629395,135,0,109,69,71,540,965,6,4,80,22,564,139
70.5,140,0,118,71,68,632,1029,7,15,100,24,526,174
104.300003051758,119,0,107,166,157,521,938,168,89,92,36,637,154
107.199996948242,147,1,104,63,64,560,972,23,95,76,24,462,233
50.7999992370606,126,0,104,106,97,599,989,40,24,78,25,593,171
56.5999984741211,133,0,104,51,47,599,1024,7,40,99,27,425,225
96.3000030517578,127,1,111,82,79,519,982,4,139,97,38,620,168
75.4000015258789,125,0,109,90,81,586,964,97,82,105,43,617,163
