x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,Target
42,33,76,9.69999980926514,3.22000002861023,9.0,76.1999969482422,9699,4.80000019073486,42.2000007629395,14.5,8,8,49,54,911.817016601563
41,33,77,11.1999998092651,3.07999992370605,9.60000038146973,79.9000015258789,4843,2.70000004768372,38.5999984741211,14.1000003814697,11,11,89,54,946.184997558594
36,27,72,9.5,3.35999989509583,10.6999998092651,79.3000030517578,4213,6.69999980926514,41.0,13.1999998092651,12,7,20,59,912.346984863281
45,40,80,8.30000019073486,3.3199999332428,10.1000003814697,70.3000030517578,2682,21.0,46.0999984741211,24.1000003814697,17,14,78,56,961.008972167969
30,20,69,8.80000019073486,3.25999999046326,11.1000003814697,85.4000015258789,2934,5.80000019073486,44.0,9.39999961853027,33,23,125,64,929.150024414063
42,32,76,9.10000038146973,3.3199999332428,10.5,87.5,6092,17.5,45.2999992370606,13.1999998092651,29,32,161,54,1015.02301025391
47,45,79,6.5,3.41000008583069,11.1000003814697,77.5,3125,27.1000003814697,50.2000007629395,20.6000003814697,18,8,24,56,982.291015625
30,24,72,6.5,3.52999997138977,10.8000001907349,79.5,3694,13.1000003814697,33.7999992370606,12.3999996185303,11,4,11,61,941.181030273438
36,24,70,9.0,3.30999994277954,10.5,83.1999969482422,6582,8.10000038146973,42.5,12.6000003814697,18,12,37,61,1001.90197753906
41,37,78,6.19999980926514,3.25,12.3000001907349,89.5,5308,25.8999996185303,59.7000007629395,10.3000001907349,65,28,102,52,967.802978515625
43,35,77,7.59999990463257,3.44000005722046,9.60000038146973,84.5999984741211,6441,24.3999996185303,43.7000007629395,14.3000001907349,43,38,206,55,1071.28894042969
35,23,72,11.1000003814697,3.14000010490418,11.0,78.8000030517578,4281,3.5,50.7000007629395,14.3999996185303,8,10,39,57,997.875
36,27,71,8.10000038146973,3.33999991416931,11.3999996185303,81.5,3243,8.80000019073486,42.5999984741211,11.6999998092651,21,15,59,59,921.869995117188
13,49,68,7.0,3.35999989509583,12.1999998092651,90.6999969482422,2702,3.0,51.9000015258789,9.69999980926514,105,32,3,71,790.732971191406
39,29,75,8.69999980926514,3.23000001907349,11.3999996185303,78.5999984741211,4412,15.6000003814697,46.5999984741211,13.1999998092651,13,7,33,60,968.664978027344
32,25,72,10.8999996185303,3.21000003814697,11.1000003814697,82.5,4355,5.0,46.4000015258789,10.8000001907349,7,4,18,60,874.281005859375
