x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,Target
33,26,76,8.60000038146973,3.20000004768372,10.8999996185303,83.4000015258789,6122,16.2999992370605,44.9000015258789,10.6999998092651,88,63,278,58,1024.88500976563
40,34,77,9.19999980926514,3.21000003814697,10.1999998092651,77.0,4101,13.0,45.7000007629395,15.1000003814697,26,26,146,57,970.466979980469
38,28,72,8.89999961853027,3.48000001907349,10.6999998092651,79.8000030517578,3451,11.6999998092651,37.5,13.0,14,13,39,58,954.442016601563
42,29,72,10.6999998092651,3.19000005722046,10.1000003814697,79.5,3508,2.20000004768372,38.7999992370606,15.6999998092651,6,4,18,56,938.5
34,32,79,9.30000019073486,3.23000001907349,9.69999980926514,76.8000030517578,5160,17.2000007629395,45.0999984741211,15.3000001907349,31,15,68,57,953.559997558594
43,35,77,7.59999990463257,3.44000005722046,9.60000038146973,84.5999984741211,6441,24.3999996185303,43.7000007629395,14.3000001907349,43,38,206,55,1071.28894042969
41,37,78,6.19999980926514,3.25,12.3000001907349,89.5,5308,25.8999996185303,59.7000007629395,10.3000001907349,65,28,102,52,967.802978515625
35,46,85,7.09999990463257,3.22000002861023,11.8000001907349,79.9000015258789,1441,14.8000001907349,51.2000007629395,16.1000003814697,1,1,1,54,860.101013183594
31,24,72,9.0,3.36999988555908,10.8999996185303,82.8000030517578,3226,5.09999990463257,45.2000007629395,12.3000001907349,5,3,10,61,871.338012695313
11,53,68,9.19999980926514,2.99000000953674,12.1000003814697,90.5999984741211,4700,7.80000019073486,48.9000015258789,12.3000001907349,648,319,130,47,861.8330078125
31,27,74,7.19999980926514,3.44000005722046,10.8000001907349,87.0,4834,15.8000001907349,43.5,13.6000003814697,52,35,124,59,959.221008300781
50,42,82,7.30000019073486,3.49000000953674,10.3999996185303,72.5,3497,36.7000007629395,43.2999992370606,26.3999996185303,15,18,34,59,1006.48999023438
45,33,76,7.69999980926514,3.39000010490418,11.3000001907349,82.1999969482422,3152,12.1000003814697,47.2999992370606,10.8999996185303,14,11,42,56,1003.50201416016
35,23,72,11.1000003814697,3.14000010490418,11.0,78.8000030517578,4281,3.5,50.7000007629395,14.3999996185303,8,10,39,57,997.875
37,38,67,11.3000001907349,2.99000000953674,12.0,81.5,3387,3.59999990463257,50.2999992370606,13.5,56,21,44,73,893.991027832031
43,27,72,9.0,3.25,11.5,87.0999984741211,2909,7.19999980926514,51.5999984741211,9.5,7,3,10,56,887.466003417969
41,33,77,11.1999998092651,3.07999992370605,9.60000038146973,79.9000015258789,4843,2.70000004768372,38.5999984741211,14.1000003814697,11,11,89,54,946.184997558594
31,26,73,9.30000019073486,3.22000002861023,10.6999998092651,81.3000030517578,3249,9.5,43.9000015258789,13.6000003814697,11,7,25,59,972.463989257813
32,25,72,10.8999996185303,3.21000003814697,11.1000003814697,82.5,4355,5.0,46.4000015258789,10.8000001907349,7,4,18,60,874.281005859375
54,54,81,7.40000009536743,3.35999989509583,9.69999980926514,72.8000030517578,3172,31.3999996185303,45.5,24.2000007629395,20,17,1,62,1113.15600585938
36,30,75,7.5,3.34999990463257,11.3999996185303,81.9000015258789,4029,12.3999996185303,44.0,12.0,6,4,16,58,936.234008789063
36,27,71,8.10000038146973,3.33999991416931,11.3999996185303,81.5,3243,8.80000019073486,42.5999984741211,11.6999998092651,21,15,59,59,921.869995117188
35,31,81,9.19999980926514,3.09999990463257,12.0,78.3000030517578,3262,12.6000003814697,48.5999984741211,13.8999996185303,7,4,4,55,919.72900390625
35,28,71,8.80000019073486,3.28999996185303,11.1000003814697,86.3000030517578,3042,14.6999998092651,44.5999984741211,11.3999996185303,31,21,64,60,985.950012207031
30,24,72,6.5,3.52999997138977,10.8000001907349,79.5,3694,13.1000003814697,33.7999992370606,12.3999996185303,11,4,11,61,941.181030273438
42,40,77,6.09999990463257,3.45000004768372,10.3999996185303,71.8000030517578,2269,22.7000007629395,41.4000015258789,19.5,8,3,5,53,971.122009277344
36,27,72,9.5,3.35999989509583,10.6999998092651,79.3000030517578,4213,6.69999980926514,41.0,13.1999998092651,12,7,20,59,912.346984863281
