,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,0,17,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0
2,0,0,0,0,0,0,0,0,4,5,4,5,4,4,4,3,4,4,4,2,0,0,0,0,3,0
3,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3
4,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3
5,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,3,4
6,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,4,4,3,3,3,4,0,4,4,4
7,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,0,3,6,3
8,0,0,0,0,0,0,0,0,0,2,7,2,3,3,3,3,3,3,3,3,3,3,0,3,3,3
9,0,0,0,0,0,0,0,0,0,3,2,0,3,2,3,2,3,5,3,3,3,3,4,4,3,4
10,0,0,0,0,0,0,0,0,0,3,2,0,3,3,2,3,4,4,2,3,3,3,4,4,4,3
11,0,0,0,0,0,0,0,0,0,2,7,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3
12,0,0,0,0,0,0,0,0,0,6,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
13,0,0,0,0,0,0,0,0,0,2,3,0,3,3,3,3,3,3,3,3,3,3,4,4,3,4
14,0,0,0,0,0,0,0,0,0,2,2,0,3,3,3,3,5,4,3,2,3,4,3,4,3,3
15,0,0,0,0,0,0,0,0,0,2,2,0,3,1,3,4,3,4,4,3,2,4,3,4,4,4
16,0,0,0,0,0,0,0,0,0,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
17,0,0,0,0,0,0,0,0,0,3,2,0,2,2,3,3,3,3,4,3,4,3,4,4,4,3
18,0,0,0,0,0,0,0,0,0,2,2,0,2,2,3,3,3,3,4,3,4,3,4,4,4,4
19,0,0,0,0,0,0,0,0,0,7,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20,0,0,0,0,0,0,0,0,0,6,3,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3
21,0,0,0,0,0,0,0,0,0,2,6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
22,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,3,3,3,3,3,2,5,4,3,4,3
23,0,0,0,0,0,0,0,0,0,2,2,0,3,3,3,3,3,3,4,3,2,3,4,4,4,4
24,0,0,0,0,0,0,0,0,0,2,2,0,3,3,3,3,3,3,3,3,3,4,4,4,3,4
25,0,0,0,0,0,0,0,0,0,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
26,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,3,2,3,3,5,4,4,3,3,3,4
27,0,0,0,0,0,0,0,0,0,2,1,0,3,3,3,2,3,4,4,3,3,4,4,3,4,4
28,0,0,0,0,0,0,0,0,0,1,3,0,3,3,3,3,3,3,4,4,4,3,4,3,3,3
29,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,3,3,3,3,3,3,3,4,4,4,4
30,0,0,0,0,0,0,0,0,0,1,2,0,3,3,3,3,3,3,3,3,4,3,4,4,4,4
31,0,0,0,0,0,0,0,0,0,2,1,0,2,2,2,4,3,4,4,4,3,4,4,4,4,3
32,0,0,0,0,0,0,0,0,0,6,3,0,3,3,3,2,3,3,3,3,3,3,3,3,3,3
33,0,0,0,0,0,0,0,0,0,2,3,0,2,3,3,3,3,3,3,3,3,5,3,4,4,3
34,0,0,0,0,0,0,0,0,0,3,2,0,3,3,3,3,3,5,3,3,3,4,4,3,3,2
35,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,3,2,3,3,7,3,3,3,3,4,3
36,0,0,0,0,0,0,0,0,0,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
37,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
38,0,0,0,0,0,0,0,0,0,2,2,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3
39,0,0,0,0,0,0,0,0,0,6,3,0,3,3,3,2,3,3,3,3,3,3,3,3,3,3
40,0,0,0,0,0,0,0,0,0,2,2,0,3,3,3,3,3,3,3,3,3,3,3,7,3,3
41,0,0,0,0,0,0,0,0,0,1,7,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
42,0,0,0,0,0,0,0,0,0,5,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
43,0,0,0,0,0,0,0,0,0,2,0,0,3,2,2,2,2,6,4,4,4,3,4,4,4,4
44,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
45,0,0,0,0,0,0,0,0,0,2,0,0,2,3,3,3,3,3,3,4,4,4,4,4,4,4
46,0,0,0,0,0,0,0,0,0,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,9,3
47,0,0,0,0,0,0,0,0,0,9,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3
48,0,0,0,0,0,0,0,0,0,2,0,0,9,3,3,3,3,3,3,3,3,3,3,3,3,3
49,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,3,4,4,4,4,4,4,4,4
50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,4,4,4,4,4,4,4,6
51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,4,7,4
52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,4,5,4,4,5,5,5
53,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,1,2,5,5,5,5,5,5,5
54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,4,4,4,4,4,4,4
55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,1,4,4,5,5,5,5,5,5
56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,3,4,4,4,4,7,5,4
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,2,4,4,5,5,5,5,5,5
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,4,5,5,5,5,5,5
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,5,5,5,5
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,5,4,5,5,5,5,5
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,4,3,4,4,4,4,4,4
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,4,4,5,5,5,5,5,5
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,4,4,5,5,5,5,5
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,7,4,5,5,5,5,5,5,5
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,5,5,5,5,5,5,5,5
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,4,5,5,5,5,5,5,5,5
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,6,4,5,5,5,5,5,5,5
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,5,5,5,5,5,5
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,3,5,4,5,5,5,4,5,5
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,7,4,5,5,5,5,5,4,5
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,5,5,5,5,5,5,5
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,5,5,5,5,5,4,5
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,5,5,5,5,8,6,5,5
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,6,5,6
