,x1,x2,x3,x4,x5,x6,x7,Target
0,-0.0103044,-0.0167645,-0.0166326,-0.00267185,-0.0114945,-0.0152145,-0.00600692,-0.00866933
1,0.00311081,-0.00272182,0.00402802,0.00253461,0.00278006,0.00131582,0.00806674,0.0240189
2,-0.0121766,-0.0149429,-0.00693718,-0.0046616,-0.0161454,-0.0114541,-0.00182614,-0.0329819
3,-0.0146188,-0.012635,-0.0151676,-0.0134224,-0.0125976,-0.0153702,-0.00973058,-0.0139762
4,0.00936138,0.0188295,0.0174379,-0.00205425,0.015573,0.0159489,0.0108307,0.0106069
5,0.0101073,0.020342,0.00955362,0.00453541,0.0108428,0.0136415,0.011575,0.0298271
6,0.0178407,0.00194524,0.00484967,-0.00784765,0.021482,0.00293229,0.00229629,0.00621093
7,-0.0168996,-0.0278238,-0.0278896,-0.0086508,-0.0228566,-0.020869,-0.0170319,-0.0120659
8,-0.00509948,-0.00498219,0.00132829,0.00748216,-0.0125321,-0.00162835,-0.00174715,-0.00774918
9,0.00307089,-0.00118625,0.000345034,0.00261955,0.00168569,-0.000580515,0.00103859,0.0159772
10,-0.0241437,-0.00629823,-0.0159014,-0.00283538,-0.00777347,-0.0109735,-0.00556586,-0.0350282
11,4.84e-05,0.00330874,0.00818932,0.00799191,0.0114064,0.00568732,0.00515013,0.0221883
12,0.00849859,-0.00346852,-0.00430609,-0.00642302,0.00577896,-0.0014659,0.00811716,0.0125073
13,0.00110885,0.00168431,-7.6e-05,-0.0219109,-0.00864764,-0.00055238,-0.0137535,-0.00343979
14,-0.00322008,-0.00686828,-0.00309913,-0.0054381,0.00724075,-0.00585246,-0.00311679,-0.0224474
15,-0.00129577,-0.00829237,-0.0183718,-0.0114117,-0.00710503,-0.0100879,-0.010442,-0.0316517
16,-0.0118808,-0.0100428,-0.0194922,-0.00133817,-0.0229062,-0.0133551,-0.00960511,-0.0227292
17,-0.00131389,-0.00206085,0.0,0.0,0.00507557,0.00657653,0.00423876,0.0110476
18,0.00524239,0.00760516,0.00556856,0.0,0.00462024,0.00182467,0.00478062,0.0134873
19,-0.016258,-0.0177277,-0.0140032,-0.0153391,-0.0157637,-0.0151129,-0.0125911,-0.011798
20,-0.00053348,-0.00556057,-0.00589917,0.0,0.007575,-0.00640233,-0.00436639,-0.0100039
21,4.26e-05,-0.0023416,-0.00674693,0.0100229,0.000300217,-0.003988,0.00332249,0.0028999
22,0.00399328,-0.00248389,-0.000596923,-0.00465043,-0.00393824,-0.000359589,-0.00637465,0.00749847
23,-0.0162013,-0.0038099,-0.00988051,-0.0122964,-0.000277692,-0.00796096,-0.00691279,-0.0112549
24,-0.00595934,0.019607,0.0114298,-0.0104137,-0.00611345,0.0159015,0.0017334,0.0150062
25,-0.000325895,-0.00198894,-0.000354384,-0.00953645,-0.000372974,-0.00299057,-0.000118508,-0.0185036
26,0.0210294,0.00341124,-0.000852301,-0.0242038,0.0101881,0.000107111,-0.00727657,-0.0139764
27,0.00202553,0.00572001,-0.00416427,-0.0087258,0.00192305,-0.00085113,-0.0031618,0.0076885
28,0.0058227,0.0107742,0.0077525,-0.0142848,0.0104725,0.00898664,0.00319135,0.0102382
29,0.00616603,0.00114381,-0.000187022,0.000146452,-0.00834473,0.000570854,-0.00528079,-0.0196412
30,0.0,0.00919599,0.0117423,0.00153364,0.00439487,0.0109948,0.00240588,0.00457953
31,-6.4e-05,-0.00116087,-0.000898172,0.0062745,0.00134322,-0.00235552,0.00441103,0.00765377
32,-0.0032402,0.000460915,-0.00380254,0.00196813,-0.00326564,-0.00054988,-0.00143045,0.000892722
33,0.0265313,0.0172412,0.030613,-0.00221505,0.0411142,0.0197327,0.0229151,0.0414637
34,-0.0228226,-0.0135257,-0.00502553,-0.0490385,-0.0538495,-0.0124513,-0.0226297,-0.0423612
35,0.0162332,0.00393191,7.09e-05,-0.0111693,0.0241278,-0.00413909,0.00207251,-0.0145714
36,-0.0101176,0.00421631,0.00264328,0.00210504,-0.0205641,0.00119383,-0.0187367,-0.00776554
37,-0.0009505,0.0136987,0.0128303,0.0,0.00133309,0.0133644,0.0164448,0.040498
38,0.0323472,0.0306339,0.0307061,0.0122178,0.0311109,0.0298569,0.0171842,0.0149933
39,0.00328398,-0.00607356,-0.00907911,-0.016788,-0.0054325,-0.00932875,-0.00966244,-0.00229026
40,0.02549,0.0400197,0.0197898,0.016172,0.023923,0.0229885,0.0299783,0.036776
41,-0.00610934,-0.00425509,0.000570782,-0.0267423,0.00514943,-0.00203401,-0.00059241,-0.0121069
42,0.00739886,0.00690737,0.00394385,0.0159094,0.021568,0.00597375,0.003337,-0.00277599
43,0.0149127,-0.00660506,-0.00201263,-0.0248079,0.0349041,-0.000833535,0.00112439,-0.00807281
44,0.00229607,0.00197427,0.00816743,0.0151942,0.0025332,0.00413472,0.00780351,-0.00754069
45,0.0113519,-0.00695025,-0.00171076,0.0,0.0182535,-0.00320276,0.00719669,0.00488972
46,-0.0100743,0.00696346,0.00330831,-0.0122127,-0.00985843,-0.000177944,-0.00555836,-0.016437
47,0.00598368,0.00601419,0.000860511,-0.00721348,0.0067978,0.000681404,-0.000892236,-0.0200897
48,-0.00987777,0.0122809,0.00828322,-0.0209834,-0.00283991,0.0100725,-0.00631476,-0.000908373
49,-0.0108822,-0.0190333,-0.00781482,0.00679955,-0.0118607,-0.0111147,-0.00205645,-0.0155158
50,0.00192291,0.00287211,-0.000723066,0.00056828,0.00562792,0.000571574,0.00693787,-0.0016526
51,-0.0241272,-0.0262974,0.0,0.0,-0.0340973,-0.0307224,-0.0125064,-0.0215937
52,-0.00806742,-0.0124954,-0.00661951,-0.00246683,0.00221884,-0.00841922,0.00492546,0.00824221
