,x1,x2,x3,x4,x5,x6,x7,Target
0,-0.00291779,-0.0118868,-0.00521544,-0.0118755,0.0061554,-0.00618667,-0.00486019,-0.0164778
1,0.0131324,0.00831042,0.0105751,0.00564342,-0.00193277,0.00950245,0.00504977,0.00611426
2,-0.00890285,0.00925167,0.00618526,-0.0105224,0.00619463,0.00699016,-0.00380953,-0.0310034
3,0.00119545,-0.00977424,-0.00806518,-0.0112635,0.00015752,-0.0092171,-0.00487016,-0.007802
4,0.0209728,0.0181996,0.00922344,0.0,-0.00873062,0.0136059,0.00137714,0.00231497
5,-0.00203595,0.0141679,0.00498113,-0.00448141,-0.00928336,0.00912492,0.00053971,0.0169511
6,0.0217835,0.0231777,0.026111,0.00345517,0.0147321,0.0251948,0.0157492,0.0221251
7,0.00399328,-0.00248389,-0.000596923,-0.00465043,-0.00393824,-0.000359589,-0.00637465,0.00749847
8,-0.0127409,-0.024723,-0.0108374,0.00579829,-0.0189897,-0.0134437,-0.00611657,-0.0365498
9,0.0031304,0.00155389,0.00461188,0.00152402,0.00670439,0.00429702,0.00832317,-0.00413628
10,0.00300755,-0.00181301,-0.00237334,0.00217489,0.000714056,-0.00255523,-0.00334863,0.00590121
11,0.00739886,0.00690737,0.00394385,0.0159094,0.021568,0.00597375,0.003337,-0.00277599
12,0.0386891,0.0275041,0.0217243,0.0612293,0.0637915,0.0156414,0.0478045,0.0156193
13,-0.0272632,-0.026406,-0.0214925,0.00449379,-0.0332741,-0.024443,-0.0106736,-0.000703323
14,0.00656317,0.00566172,0.00914954,0.00279617,0.0081557,0.00705834,-0.00232616,-0.0244842
15,-0.0434633,-0.0515376,-0.0323337,0.0193602,-0.0272681,-0.0374652,-0.00867184,-0.0433816
16,-0.0027897,-0.000319582,-0.00642316,-0.00170793,-0.0238955,-0.00302406,-0.0142486,-0.00325487
17,-0.00140197,0.0014366,0.0,0.000360093,0.00578571,0.00418611,-0.000190542,0.00581664
18,0.0,0.0145942,0.0147146,0.00209003,0.0,0.0126187,0.00594734,0.0111552
19,0.00508233,0.000847123,-0.000991624,-0.00468266,0.00308985,-0.00158653,-0.00595858,-0.000333173
20,-0.00212515,0.0059722,-0.0040453,0.0142505,-0.0072281,-0.000620243,-0.00264603,0.00685022
21,-0.0040317,-0.00404391,0.00176446,0.00442651,0.00450731,-0.000208761,0.00472527,0.00694723
22,0.00355724,0.002553,0.0065332,0.0189253,0.0223943,0.00748803,0.00923702,0.00344592
23,0.000826575,-0.00640321,-0.0057202,0.0121858,-0.00851941,-0.00511961,0.00310674,-0.000664324
24,0.00202553,0.00572001,-0.00416427,-0.0087258,0.00192305,-0.00085113,-0.0031618,0.0076885
25,0.0,0.0,-0.0246557,-0.0135962,-0.0488296,-0.030935,-0.0383228,-0.0506875
26,0.00175655,-0.0176736,-0.00614145,0.0,0.00357202,-0.0122202,-0.00482714,-0.000272183
27,0.00903991,-8.22e-06,0.000856818,0.0150999,-0.00395874,0.000777359,0.0036541,0.00965795
28,-0.00556247,0.00156368,-0.00556548,-0.0021992,-0.000548103,-0.00142723,-0.00322693,-8.19e-05
29,0.0102984,0.00229451,0.00717739,-0.0267735,0.0156334,0.00439354,-0.011305,-0.00836451
30,0.0173937,0.0241755,0.0195968,-0.00162389,0.0237693,0.0198696,0.0164266,0.026778
31,0.00372922,-0.00388524,-0.00108495,-0.0105321,0.0025691,-0.000617057,-0.00406747,-0.00872609
32,-0.0241437,-0.00629823,-0.0159014,-0.00283538,-0.00777347,-0.0109735,-0.00556586,-0.0350282
33,0.0071781,0.0048889,0.00535241,0.00518592,-0.00816228,0.00590626,0.00860591,-0.00236654
34,-0.0197344,-0.024931,-0.0234609,-0.0135465,-0.0486461,-0.0216144,-0.0259506,-0.0300804
35,-0.0437323,-0.0415944,-0.0252126,0.00192572,-0.0298212,-0.0331451,-0.00835785,-0.0435617
36,-0.00589405,-0.00477771,-0.00317089,0.000931112,-0.00427095,-0.00395315,0.00312478,0.0113018
37,0.000545376,0.000409408,0.00135716,0.00463451,0.00693772,0.000585708,0.00532962,0.00570635
38,0.00230407,0.00292536,-0.00094518,-0.0285591,0.00642442,-0.000397087,-0.0146766,-0.0247622
39,0.0113667,0.0103412,0.012409,0.0269555,0.0205848,0.010857,0.0230924,0.0247677
40,-0.0207422,-0.0142389,-0.0112749,0.00135758,-0.0119417,-0.0126153,-0.000957736,-0.013706
41,0.00530194,0.0124896,0.00843627,0.0230983,-0.00640426,0.00981059,0.0168322,0.0019614
42,-0.0205247,-0.0131919,-0.00672284,-0.00108438,-0.0161431,-0.0131921,-0.00673086,0.00640804
43,-0.00660836,-0.00809177,-0.012871,0.0,0.000693465,-0.0136544,-0.0133842,-0.0280919
44,0.0,0.0135603,0.0,-0.00387935,0.0199701,0.00693029,-0.0053315,-0.0220491
45,0.00297741,0.00423437,0.00207362,0.0143874,0.00168798,0.0035899,0.0092794,0.0153752
46,-0.00402995,-0.011679,-0.00760331,-0.000406925,0.0,-0.0109511,-0.00345689,-0.00892735
47,0.00685647,0.0094911,0.00817124,0.00784552,0.00809607,0.00787208,0.0132756,0.0333357
48,-0.0122194,0.0110138,0.00928158,0.0215592,-0.0067071,0.003241,0.00577998,0.00619011
49,-0.0132903,-0.015821,0.000500273,0.0,-0.0283801,-0.00523412,-0.00246741,-0.0116927
50,-0.000950817,-0.00276434,-0.00679031,-0.014634,-0.00435106,-0.0033031,-0.00334226,-0.0121011
51,0.00837584,0.00778217,0.000560787,-0.0140328,-0.00280533,0.00653269,-0.00982767,0.024441
52,0.000514944,0.00681129,0.00659829,-0.00257333,-0.00308158,0.00813522,0.00106852,0.0081574
53,0.0190992,0.0175088,0.0196014,0.0,0.0150588,0.016419,0.0107368,0.0426703
