,x1,x2,x3,x4,x5,x6,x7,Target
0,6.85109E-4,-0.00318231,-0.0027558,-0.00809084,0.00251758,-0.00333741,-0.00379937,-0.0162142
1,0.00774906,0.0113572,0.00472612,-0.00281927,0.0132121,0.00842248,0.00667894,0.0247787
2,0.0,-0.00587667,0.00573179,0.0,0.0,5.20113E-4,0.0111113,0.0137633
3,-0.0059853,-0.010342,-0.0063225,-0.00224226,-0.00946078,-0.0077525,-0.0099664,-0.0178878
4,5.45376E-4,4.09408E-4,0.00135716,0.00463451,0.00693772,5.85708E-4,0.00532962,0.00570635
5,0.00753313,0.00679078,0.00628918,0.0254532,0.00486669,0.00856086,0.0109169,0.032278
6,-0.0238465,-0.0253996,-0.0220777,0.0147064,7.86E-5,-0.0182614,-0.00615013,-0.00951845
7,0.00355724,0.002553,0.0065332,0.0189253,0.0223943,0.00748803,0.00923702,0.00344592
8,-0.0152785,-0.0098414,-0.0018984,0.0188179,-0.0169817,-0.00655222,-0.00322725,0.00504316
9,-0.00987777,0.0122809,0.00828322,-0.0209834,-0.00283991,0.0100725,-0.00631476,-9.08373E-4
10,0.00903991,-8.22E-6,8.56818E-4,0.0150999,-0.00395874,7.77359E-4,0.0036541,0.00965795
11,0.0143639,0.0205356,0.0161628,0.00213379,0.0197198,0.0141232,0.0156929,0.0101215
12,0.0162332,0.00393191,7.09E-5,-0.0111693,0.0241278,-0.00413909,0.00207251,-0.0145714
13,0.0136124,0.026651,0.0223778,0.00178764,0.00483046,0.0235231,0.0130762,0.0445743
14,-0.00467931,0.00219342,0.00389438,0.0,0.0311902,0.012698,0.0285245,0.0383762
15,-3.82751E-4,0.00426951,0.00617103,0.00546014,0.00296182,0.00639321,0.0102823,-0.00928196
16,-0.00379893,-0.0101318,0.0,0.0,0.00524364,0.00472239,0.00403583,0.0424922
17,0.0222636,0.02502,0.0188448,-0.00626498,0.0195207,0.0215109,0.00618863,0.00875917
18,0.00354095,0.0124791,0.00445843,-0.0138621,8.73993E-4,0.00571355,0.00354608,-0.00123006
19,0.0124222,0.00722033,0.00712345,-0.0116335,0.00611366,0.00540311,0.0017254,0.0134949
20,-0.00327827,0.00180547,0.00128613,-6.49026E-4,0.00587181,-5.37831E-4,-0.0015374,9.21E-6
21,0.0057229,0.00402968,0.00376435,-0.00349225,0.0135314,0.00193028,0.00291667,-0.00904456
22,0.0154193,0.0130296,0.0210944,0.00140586,0.0164739,0.0196792,0.00243869,0.0371139
23,0.00693534,0.00795433,0.0101543,-2.16686E-4,0.00118312,0.00803001,0.00432518,0.0106671
24,0.00238645,-7.82335E-4,-0.00286974,0.00534272,-0.0017531,-0.00251091,8.92E-5,0.00179629
25,-0.0136244,-0.00572958,-0.0111623,-0.0391761,-0.0080255,-0.00947019,-0.0159684,-0.0159773
26,0.00174523,4.78552E-4,7.04461E-4,0.00745663,0.00241656,-4.97677E-4,0.00544737,-0.00603264
27,-0.0115375,0.00332312,0.00204283,0.0203304,0.00101929,0.00265062,0.00731407,0.0055483
28,-0.0160047,-0.00398853,-0.0067445,0.00430299,-0.0264422,-0.00475292,-0.00603372,-0.00769588
29,0.0112513,0.0108675,0.0191381,0.0,0.0,0.00963293,0.00816767,0.0175155
30,0.00623799,0.00192516,0.00795226,0.00571749,0.0183708,0.00697461,0.00303899,0.0133999
31,-0.00610934,-0.00425509,5.70782E-4,-0.0267423,0.00514943,-0.00203401,-5.9241E-4,-0.0121069
32,0.00778674,0.00845534,0.0128656,0.00416245,0.0189196,0.0113407,0.00877264,0.0318127
33,-0.00340313,0.00328478,-0.00992397,-0.0114223,-0.0158306,-0.00726498,-0.00656638,-0.0106196
34,-6.4E-5,-0.00116087,-8.98172E-4,0.0062745,0.00134322,-0.00235552,0.00441103,0.00765377
35,-0.0159057,0.0247572,0.0171552,-4.41044E-4,-0.00136104,0.0209026,-0.00233116,-8.12008E-4
36,0.00279256,0.0261406,0.015518,0.0195983,-0.00743541,0.0159722,0.00876836,0.015476
37,0.00549437,0.00816366,0.00176768,0.00449195,-0.0104622,0.00776468,-7.46E-5,0.0115563
38,0.0,-0.0120493,-0.00982075,-0.0138691,-0.00616405,-0.0105267,-0.0139548,-0.00972485
39,0.0104489,0.0168891,0.0185311,0.00407567,-0.0130955,0.0150163,-0.00377093,0.0193541
40,0.00421206,0.00963468,0.00866505,-0.00599245,0.0,0.0070969,0.00501853,0.0054044
41,-0.00955658,-0.0171292,-0.0117629,0.0,-0.00746631,-0.0141793,-0.010153,0.00848233
42,-0.00223207,-0.00398085,-0.00116218,0.00901859,-0.00133821,-0.00124504,0.00896192,0.0140484
43,0.00666162,0.0125381,0.0101536,0.00323075,-0.0051396,0.0134903,0.00394242,0.0230877
44,0.0323472,0.0306339,0.0307061,0.0122178,0.0311109,0.0298569,0.0171842,0.0149933
45,0.0149127,-0.00660506,-0.00201263,-0.0248079,0.0349041,-8.33535E-4,0.00112439,-0.00807281
46,0.0316343,-0.0141356,-0.00178731,0.0313033,0.0231455,-0.00568371,0.00268869,-0.0136301
47,0.00300755,-0.00181301,-0.00237334,0.00217489,7.14056E-4,-0.00255523,-0.00334863,0.00590121
48,3.42636E-4,8.77292E-4,0.00285725,0.00383085,0.00100612,0.0028696,0.00598553,0.0457644
49,-0.00509948,-0.00498219,0.00132829,0.00748216,-0.0125321,-0.00162835,-0.00174715,-0.00774918
50,0.0,0.0,0.0,-0.00443637,0.0,0.0,0.00587964,-0.0184581
51,0.00140435,0.0118825,0.0143522,0.00237987,0.00576066,0.0138246,0.00774579,0.022167
52,0.0308501,0.00869466,0.00998024,-0.00627255,0.0194503,0.0129382,9.86979E-4,-7.13719E-4
53,0.0209728,0.0181996,0.00922344,0.0,-0.00873062,0.0136059,0.00137714,0.00231497
54,7.51E-5,0.00468403,-0.0242769,0.0288527,0.0,-0.0137625,-0.00182751,-0.0356327
55,0.0213798,0.0208642,0.0224967,0.038625,0.0302233,0.0212245,0.0258124,0.0730054
56,0.0102984,0.00229451,0.00717739,-0.0267735,0.0156334,0.00439354,-0.011305,-0.00836451
57,0.0109162,-0.0061834,-0.00812111,0.00179865,0.0109397,-0.00812487,7.23629E-4,-0.0145326
58,0.0113519,-0.00695025,-0.00171076,0.0,0.0182535,-0.00320276,0.00719669,0.00488972
59,0.00818643,0.00393063,-2.25853E-4,0.0225274,0.00870749,9.4104E-4,0.00733641,-0.00650197
60,0.0,-4.72672E-4,-0.0029971,-0.0179196,-0.0122516,-0.00546489,-0.0142969,-0.0194419
