,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68
22,9,4,4,4,4,0,4,4,0,0,0,0,4,0,0,3,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0
23,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,4,4,4,4
24,5,4,4,3,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
25,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,3,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
26,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,3
27,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,3,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
28,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,3,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
29,5,4,4,3,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
30,5,4,4,4,4,0,3,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
31,5,4,4,4,4,0,3,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
32,5,4,4,4,4,0,4,4,0,0,0,0,3,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
33,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,3,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
34,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,3,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
35,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
36,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
37,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,3,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
38,6,4,4,4,4,0,4,3,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
39,5,4,4,4,3,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
40,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,3,4,4,4
41,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,3,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
42,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
43,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,3,4
44,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,3
45,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,3,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
46,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
47,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,3,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
48,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,3,4
49,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,4,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,3,4
50,5,4,4,4,4,0,4,4,0,0,0,0,4,0,0,4,3,0,4,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4
