,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,11,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,13,7,6,2,2,2,4,2,2,0,2,1,4,0,0,0,0,0,0,3
2,0,0,0,0,0,0,4,5,4,4,4,4,3,4,3,0,4,4,3,0,0,0,0,0,0,4
3,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,0,3,4,4,0,0,0,0,0,0,4
4,0,0,0,0,0,0,3,4,3,4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,0,4
5,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,0,4,4,3,0,0,0,0,0,0,4
6,0,0,0,0,0,0,4,3,4,3,2,3,4,4,3,4,3,3,3,4,0,0,0,0,0,3
7,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
8,0,0,0,0,0,0,3,2,3,4,4,3,3,4,3,4,3,3,3,4,0,0,0,0,0,4
9,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
10,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
11,0,0,0,0,0,0,8,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
12,0,0,0,0,0,0,2,3,9,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3
13,0,0,0,0,0,0,2,3,3,3,3,5,3,3,4,3,3,4,4,4,0,0,0,0,0,3
14,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,3
15,0,0,0,0,0,0,0,1,3,3,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,4
16,0,0,0,0,0,0,0,0,5,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,2
17,0,0,0,0,0,0,0,0,3,6,4,3,4,4,4,4,4,4,4,4,0,0,0,0,0,2
18,0,0,0,0,0,0,0,0,3,5,4,4,3,4,4,4,4,4,3,4,0,0,0,4,0,0
19,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,0,0,0,4,4,0
20,0,0,0,0,0,0,0,0,4,4,3,2,2,4,3,4,4,4,4,4,0,0,0,4,4,0
21,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,4,4,4,3,3,0,0,0,4,4,4
22,0,0,0,0,0,0,0,0,9,3,3,3,2,3,3,3,3,3,3,3,0,0,0,3,3,3
23,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,2,3,3,3,3,0,0,7,3,3,3
24,0,0,0,0,0,0,0,0,8,3,3,2,2,3,3,2,3,3,3,3,0,0,3,3,3,3
25,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3
26,0,0,0,0,0,0,0,0,7,2,3,3,2,3,3,3,3,3,3,3,0,0,3,3,3,3
27,0,0,0,0,0,0,0,0,6,3,3,3,3,3,3,2,3,3,3,3,0,0,3,3,3,3
28,0,0,0,0,0,0,0,0,3,2,2,2,2,4,3,3,3,3,4,3,0,0,4,4,4,4
29,0,0,0,0,0,0,0,0,6,3,3,3,3,2,3,3,3,3,3,3,0,0,3,3,3,3
30,0,0,0,0,0,0,0,0,7,3,3,3,1,3,3,3,3,3,3,3,0,0,3,3,3,3
31,0,0,0,0,0,0,0,0,6,2,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3
32,0,0,0,0,0,0,0,0,3,3,3,3,1,3,3,3,3,4,4,3,0,0,3,3,4,4
33,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,4,4,0,0,4,4,4,4
34,0,0,0,0,0,0,0,0,6,3,3,3,2,3,3,3,3,3,3,3,0,0,3,3,3,3
35,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3
36,0,0,0,0,0,0,0,0,6,3,3,3,3,3,3,3,3,2,3,3,0,0,3,3,3,3
37,0,0,0,0,0,0,0,0,2,3,1,3,2,3,3,3,3,4,4,3,0,0,4,4,4,4
38,0,0,0,0,0,0,0,0,6,2,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3
39,0,0,0,0,0,0,0,0,6,3,3,3,3,3,2,3,3,3,3,3,0,0,3,3,3,3
40,0,0,0,0,0,0,0,0,6,3,3,3,2,3,3,3,3,3,3,3,0,0,3,3,3,3
41,0,0,0,0,0,0,0,0,2,3,3,2,2,3,3,3,3,3,4,4,0,0,3,4,4,4
42,0,0,0,0,0,0,0,0,1,3,2,3,2,3,3,3,4,3,4,4,0,0,4,3,4,4
43,0,0,0,0,0,0,0,0,7,3,3,3,1,3,3,3,3,3,3,3,0,0,3,3,3,3
44,0,0,0,0,0,0,0,0,7,3,2,3,3,3,3,2,3,3,3,3,0,0,3,3,3,3
45,0,0,0,0,0,0,0,0,3,2,1,3,2,3,3,2,3,3,3,3,7,0,3,3,3,3
46,0,0,0,0,0,0,0,0,2,2,2,6,2,3,3,3,3,3,3,3,3,0,3,3,3,3
47,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,3,3,4,4,0,4,4,3,4
48,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,3,3,3,2,4,4,0,3,4,4,4
49,0,0,0,0,0,0,0,0,0,3,3,1,3,4,3,3,3,2,4,3,4,0,4,4,3,3
50,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,2,3,3,3,3,3,0,3,3,3,3
51,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,3,3,2,4,4,4,0,3,4,4,4
52,0,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
53,0,0,0,0,0,0,0,0,0,2,2,2,1,2,3,3,3,4,4,4,4,0,4,4,4,4
54,0,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
55,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
56,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,4,4,0,4,4,3,3
57,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,3,3,4,3,3,4,0,4,4,4,4
58,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,2,3,4,4,4,0,4,4,3,4
59,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,3,2,3,4,4,0,4,4,4,4
60,0,0,0,0,0,0,0,0,0,6,3,3,3,3,3,3,3,2,3,3,3,0,3,3,3,3
61,0,0,0,0,0,0,0,0,0,6,3,3,3,3,2,3,3,3,3,3,3,0,3,3,3,3
62,0,0,0,0,0,0,0,0,0,6,3,3,2,3,3,3,3,3,3,3,3,0,3,3,3,3
63,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,3,3,3,3,4,0,4,4,4,4
64,0,0,0,0,0,0,0,0,0,3,2,1,2,3,3,3,3,3,3,4,4,0,4,4,4,4
65,0,0,0,0,0,0,0,0,0,7,3,3,1,3,3,3,3,3,3,3,3,0,3,3,3,3
66,0,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
67,0,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
68,0,0,0,0,0,0,0,0,0,2,6,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3
69,0,0,0,0,0,0,0,0,0,7,2,3,2,3,3,3,3,3,3,3,3,0,3,3,3,3
70,0,0,0,0,0,0,0,0,0,7,3,3,1,3,3,3,3,3,3,3,3,0,3,3,3,3
71,0,0,0,0,0,0,0,0,0,3,2,2,0,3,3,3,3,3,4,4,4,0,4,4,4,4
72,0,0,0,0,0,0,0,0,0,1,3,3,0,3,3,3,3,3,4,4,4,0,4,4,4,4
73,0,0,0,0,0,0,0,0,0,9,3,3,0,2,3,3,3,3,3,3,3,0,3,3,3,3
74,0,0,0,0,0,0,0,0,0,2,6,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
