,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,0,18,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,6,6,6,0,6,6,6,0,0,0,0,0,0,0,6,0,0,0
2,0,0,0,0,0,0,0,9,8,6,7,0,4,4,4,0,0,0,0,0,0,0,4,0,4,0
3,0,0,0,0,0,0,0,8,7,9,6,0,3,8,3,0,0,0,0,0,0,0,3,0,3,0
4,0,0,0,0,0,0,0,9,8,8,5,0,7,7,5,0,0,0,0,0,0,0,1,0,0,0
5,0,0,0,0,0,0,0,7,9,9,8,0,3,7,6,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,0,0,6,6,6,7,9,3,6,7,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,5,6,6,7,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,5,5,6,7,7,6,7,7,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,3,5,6,7,7,7,9,6,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,4,6,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,2,2,7,8,7,7,10,7,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,2,5,6,5,6,6,6,7,7,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,3,6,5,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,2,5,6,6,5,8,10,8,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,1,3,6,8,9,7,8,8,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,1,2,6,7,8,8,10,8,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,1,6,6,9,8,11,9,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,2,6,7,6,10,10,9,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,2,5,6,8,9,10,10,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,2,3,4,9,10,11,11,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,2,5,7,5,11,10,10,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,6,5,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,3,4,7,8,8,11,9,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,2,8,5,8,9,9,9,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,1,4,7,8,12,9,9,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,7,5,4,9,8,9,8,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,3,3,7,10,9,9,9,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,4,2,7,10,9,9,9,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,4,4,7,8,9,9,9,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,5,6,9,10,10,10,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,4,6,9,11,10,10,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,6,8,9,9,9,9,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,3,6,11,10,10,10,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,3,2,12,11,11,11,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,5,6,9,10,10,10,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,6,7,9,9,9,10,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,6,4,7,9,8,8,0,8,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,6,6,7,7,8,8,0,8,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,4,6,8,8,8,8,0,8,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,5,10,7,7,7,7,0,7,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,9,6,7,7,7,7,0,7,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,4,6,6,6,7,7,0,7,7,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,4,5,6,7,7,7,0,7,7,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,5,9,6,6,6,6,0,6,6,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,5,4,6,7,7,7,0,7,7,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,4,4,6,8,7,7,0,7,7,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,6,5,4,7,7,7,0,7,7,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,2,5,4,6,6,6,0,6,6,9,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,4,3,4,6,6,6,0,7,7,7,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,6,6,5,6,6,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,4,3,3,5,5,6,6,6,6,6,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,6,6,6,6,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,1,3,4,6,6,6,6,6,6,6,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,6,6,6,6,6,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,6,6,6,5,6,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,6,6,6,6,6,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,6,6,6,6,6,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,5,6,6,5,5,5,6,6,6,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,5,4,5,6,6,6,6,6,6,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,3,4,7,7,6,5,5,6,7,0,0,0,0,0,0
