,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,12,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,0,4,0,4,0,4,0,4,0,0,0
2,0,0,0,0,0,0,3,3,3,3,3,4,4,3,4,0,4,0,4,0,4,0,4,4,0,0
3,0,0,0,0,0,0,4,3,3,3,2,4,4,4,4,0,4,0,4,0,4,0,4,3,0,0
4,0,0,0,0,0,0,2,3,9,3,3,3,3,3,3,0,3,0,3,0,3,0,3,3,3,0
5,0,0,0,0,0,0,1,3,3,3,3,3,3,4,4,0,4,0,4,0,4,0,4,3,4,0
6,0,0,0,0,0,0,1,3,3,3,3,3,3,4,4,0,4,0,4,0,4,0,4,4,3,0
7,0,0,0,0,0,0,2,3,4,3,3,3,3,2,3,3,3,0,3,0,3,0,3,3,3,3
8,0,0,0,0,0,0,1,3,5,3,3,2,3,3,3,3,3,0,3,0,3,0,3,3,3,3
9,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,0,3,3,3,3,3,3,3,3
10,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
11,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3
12,0,0,0,0,0,0,0,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
13,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
14,0,0,0,0,0,0,0,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3
15,0,0,0,0,0,0,0,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
16,0,0,0,0,0,0,0,2,2,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
17,0,0,0,0,0,0,0,2,2,2,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
18,0,0,0,0,0,0,0,3,2,2,3,3,0,2,2,3,3,3,3,3,3,3,3,3,3,3
19,0,0,0,0,0,0,0,3,2,2,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3
20,0,0,0,0,0,0,0,3,2,4,3,2,0,3,2,3,3,3,3,3,2,3,2,3,3,3
21,0,0,0,0,0,0,0,2,2,2,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
22,0,0,0,0,0,0,0,2,2,3,3,2,0,2,3,3,3,3,3,3,3,3,3,3,3,3
23,0,0,0,0,0,0,0,2,2,2,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
24,0,0,0,0,0,0,0,1,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
25,0,0,0,0,0,0,0,2,2,2,3,3,0,3,3,3,3,2,3,3,3,3,3,3,3,3
26,0,0,0,0,0,0,0,2,2,1,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
27,0,0,0,0,0,0,0,2,2,2,3,3,0,3,3,3,3,3,3,3,3,2,3,3,3,3
28,0,0,0,0,0,0,0,2,2,1,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
29,0,0,0,0,0,0,0,1,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
30,0,0,0,0,0,0,0,2,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2
31,0,0,0,0,0,0,0,3,2,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,1
32,0,0,0,0,0,0,0,1,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
33,0,0,0,0,0,0,0,2,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,2,3,3
34,0,0,0,0,0,0,0,2,2,2,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2
35,0,0,0,0,0,0,0,2,2,1,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
36,0,0,0,0,0,0,0,3,3,0,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3
37,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3
38,0,0,0,0,0,0,0,1,2,0,5,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
39,0,0,0,0,0,0,0,0,6,0,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3
40,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2
41,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,2,3,3,3,3,3,3,3,3,3,3
42,0,0,0,0,0,0,0,0,6,0,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
43,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,3
44,0,0,0,0,0,0,0,0,5,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
45,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,3,3,3,2,3,3,3,3,3,3,3
46,0,0,0,0,0,0,0,0,6,0,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
47,0,0,0,0,0,0,0,0,5,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
48,0,0,0,0,0,0,0,0,2,0,6,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
49,0,0,0,0,0,0,0,0,6,0,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3
50,0,0,0,0,0,0,0,0,6,0,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
51,0,0,0,0,0,0,0,0,6,0,3,3,0,2,3,3,3,3,3,3,3,3,3,3,3,3
52,0,0,0,0,0,0,0,0,7,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,2
53,0,0,0,0,0,0,0,0,6,0,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
54,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2
55,0,0,0,0,0,0,0,0,6,0,3,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3
56,0,0,0,0,0,0,0,0,5,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
57,0,0,0,0,0,0,0,0,6,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2
58,0,0,0,0,0,0,0,0,2,0,3,3,0,3,3,3,4,4,3,4,4,4,4,3,3,0
59,0,0,0,0,0,0,0,0,3,0,2,2,0,3,3,3,4,4,4,4,4,4,4,3,3,0
