,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,0,12,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,0,4,0,0,4,4,0,4,0
2,0,0,0,0,0,0,0,0,3,6,4,5,4,4,3,3,4,0,3,0,0,4,4,0,3,0
3,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,0,4,0,0,3,4,0,4,0
4,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,0,4,0,0,3,4,0,4,0
5,0,0,0,0,0,0,0,0,4,3,4,4,4,4,4,4,4,0,3,0,0,4,4,0,4,0
6,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
7,0,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4,0,4,0,0,3,4,0,4,4
8,0,0,0,0,0,0,0,0,3,3,3,3,3,4,4,4,4,0,4,0,0,3,4,0,4,4
9,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
10,0,0,0,0,0,0,0,0,3,2,3,3,4,4,4,4,4,0,4,0,0,4,3,0,4,4
11,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
12,0,0,0,0,0,0,0,0,3,2,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
13,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
14,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
15,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,0,4,0,0,4,4,0,4,4
16,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,0,4,0,0,4,4,4,4,4
17,0,0,0,0,0,0,0,0,0,2,4,3,4,4,3,4,3,0,4,0,0,4,3,6,2,4
18,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,0,4,0,0,4,4,4,4,4
19,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,0,4,4,0,4,4,4,4,4
20,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,4,4,0,4,4,0,4,4,4,4,4
21,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,0,3,4,4,4,4,4,4,4
22,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,0,3,4,4,4,4,4,4,4
23,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,4,4,4,4,4,4,4,4
24,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,0,4,4,4,4,4,4,4,4
25,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,4,4,0,4,4,4,4,4,4,4,4
26,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,0,4,4,4,4,4,4,4,4
27,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,4,0,4,4,4,4,4,4,4,4
28,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,0,4,4,4,4,4,4,4,4
29,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,4,0,4,4,4,4,4,4,4,4
30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,0,4,4,4,4,4,4,4,4
31,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,4,0,4,4,4,4,4,4,4,4
32,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,0,4,4,4,4,4,4,4,4
33,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,4,4,4,4,4,4,4,4
34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,4,4,4,4,5,5,5,4
35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,4,4,4,5,5,5,5,5
36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,0,4,4,4,5,5,5,5,4
37,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,0,4,5,5,5,5,5,5,5
38,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,0,4,4,4,4,5,4,5,5
39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,0,4,4,4,4,6,4,5,4
40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,0,4,4,4,4,4,4,7,4
41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,4,4,4,3,4,4,4,4
42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,0,3,5,5,5,5,5,5,5
43,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,4,4,4,4,4,4,4,4
44,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,4,4,4,4,4,4,4,4
46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,4,4,4,4,4,4,4,4
48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,3,4,4,4,4,4,4,4
49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,4,4,4,4,4,4,4,3
50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,4,4,4,4,4,4,4,3
52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,4,4,4,4,4,4,4,4
55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,4,4,4,4,4,4,4,4
56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,0,4,4,4,4,4,4,4,3
57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,4,4,3,4,4,4,4,4
58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,4,4,4,4,4,4,4,4
59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,0,4,4,4,4,4,4,4,4
60,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,4,0,4,4,4,4,4,4,4,4
61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,4,4,4,4,4,4,4,4
62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,4,4,4,4,4,4,4,4
63,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,2,0,4,4,4,4,4,4,4,4
64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,4,4,4,4,4,4,4,8
65,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,4,4,4,5,5,5,5,5
66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,4,4,4,4,4,4,4,4
67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,4,4,4,4,4,4,4,4
