,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,44,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,8,7,7,7,0,0,6,0,0,7,0,0,0,0,7,1,0
3,0,0,0,0,0,0,0,0,0,9,5,8,4,0,0,6,0,0,6,0,0,0,0,6,6,0
4,0,0,0,0,0,0,0,0,0,5,9,8,4,0,0,6,0,0,6,0,0,0,0,6,6,0
5,0,0,0,0,0,0,0,0,0,5,6,11,6,0,0,7,0,0,6,0,0,0,0,4,5,0
6,0,0,0,0,0,0,0,0,0,9,6,9,5,0,0,6,0,0,6,0,0,0,0,4,4,1
7,0,0,0,0,0,0,0,0,0,5,5,8,5,0,0,6,0,0,6,0,0,0,0,6,6,3
8,0,0,0,0,0,0,0,0,0,5,5,6,6,0,0,6,0,0,6,0,0,0,0,6,6,4
9,0,0,0,0,0,0,0,0,0,5,5,6,5,0,0,5,0,0,6,0,0,0,0,6,6,6
10,0,0,0,0,0,0,0,0,0,4,5,5,7,1,0,6,0,0,6,0,0,0,0,6,4,6
11,0,0,0,0,0,0,0,0,0,1,9,4,5,6,0,5,0,0,5,0,0,0,0,5,5,5
12,0,0,0,0,0,0,0,0,0,0,5,5,5,7,3,6,0,0,6,0,0,0,0,1,6,6
13,0,0,0,0,0,0,0,0,0,0,5,6,5,6,7,6,0,0,3,0,0,0,0,5,4,3
14,0,0,0,0,0,0,0,0,0,0,4,6,5,5,5,7,0,0,5,0,0,0,0,5,4,4
15,0,0,0,0,0,0,0,0,0,0,3,7,5,5,7,8,0,0,5,0,0,0,0,5,3,2
16,0,0,0,0,0,0,0,0,0,0,3,7,5,5,5,5,2,1,5,0,0,0,0,5,3,4
17,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,4,6,4,4,0,0,0,0,4,3,3
18,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,5,5,4,4,0,0,0,0,3,4,4
19,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,6,4,4,3,0,0,0,0,4,3,4
20,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,5,5,5,4,0,0,0,0,4,4,1
21,0,0,0,0,0,0,0,0,0,0,2,8,4,4,4,5,4,4,4,0,0,0,0,4,4,3
22,0,0,0,0,0,0,0,0,0,0,6,4,4,4,4,5,4,4,4,0,0,0,0,4,4,3
23,0,0,0,0,0,0,0,0,0,0,1,7,4,4,4,6,4,4,4,0,0,0,0,4,4,4
24,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,5,4,0,0,0,0,4,4,4
25,0,0,0,0,0,0,0,0,0,0,5,4,4,3,4,5,4,5,4,0,0,0,0,4,4,4
26,0,0,0,0,0,0,0,0,0,0,3,3,8,4,4,5,4,4,4,0,0,0,0,3,4,4
27,0,0,0,0,0,0,0,0,0,0,3,7,4,4,4,4,4,4,4,0,0,0,0,4,4,4
