,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26
0,0,0,0,0,0,0,0,7,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,8,7,7,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,3,7,5,5,5,5,0,5,5,5,0,0,0,0,0,5,0,0,0
3,0,0,0,0,0,0,0,3,7,4,4,4,4,0,4,4,4,0,0,0,0,0,4,4,4,0
4,0,0,0,0,0,0,0,5,5,5,5,4,4,0,4,4,4,0,0,0,0,0,4,0,3,3
5,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,4,0,4,4
6,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,4,0,4,4
7,0,0,0,0,0,0,0,2,5,4,3,4,4,4,4,4,4,0,0,0,0,0,4,0,4,4
8,0,0,0,0,0,0,0,2,5,4,4,4,4,4,3,4,4,0,0,0,0,0,4,0,4,4
9,0,0,0,0,0,0,0,3,3,3,3,4,4,4,2,4,4,0,0,4,0,0,4,0,4,4
10,0,0,0,0,0,0,0,2,3,3,3,4,4,4,4,4,3,0,0,4,0,0,4,0,4,4
11,0,0,0,0,0,0,0,2,3,3,3,3,4,4,4,4,4,0,0,4,0,0,4,0,4,4
12,0,0,0,0,0,0,0,0,3,3,4,4,4,4,4,4,4,0,0,4,0,0,4,0,4,4
13,0,0,0,0,0,0,0,0,4,4,3,4,4,3,4,4,4,0,0,4,0,0,4,0,4,4
14,0,0,0,0,0,0,0,0,1,4,2,3,3,4,3,3,4,0,0,5,5,0,5,0,4,4
15,0,0,0,0,0,0,0,0,0,3,3,3,6,3,4,4,4,0,0,4,3,0,5,0,4,4
16,0,0,0,0,0,0,0,0,0,4,3,3,4,4,4,4,4,0,0,4,4,0,4,0,4,4
17,0,0,0,0,0,0,0,0,0,3,3,3,2,4,4,4,4,0,0,4,3,0,4,4,4,4
18,0,0,0,0,0,0,0,0,0,3,2,4,3,3,4,4,4,0,0,4,4,0,4,4,4,3
19,0,0,0,0,0,0,0,0,0,3,1,4,1,4,4,4,3,0,0,5,3,0,5,5,4,4
20,0,0,0,0,0,0,0,0,0,3,1,3,2,5,4,4,4,0,0,4,4,0,4,4,4,4
21,0,0,0,0,0,0,0,0,0,4,3,4,2,3,4,4,3,0,0,4,3,0,5,4,4,3
22,0,0,0,0,0,0,0,0,0,3,1,3,5,2,4,5,2,0,0,3,4,0,5,5,4,4
23,0,0,0,0,0,0,0,0,0,3,4,2,4,2,4,4,3,0,0,4,4,0,4,4,4,4
24,0,0,0,0,0,0,0,0,0,2,3,2,4,3,4,4,4,0,0,4,4,0,4,4,4,4
25,0,0,0,0,0,0,0,0,0,3,3,2,4,3,3,4,4,0,0,6,4,0,4,4,3,3
26,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,5,4,0,0,3,4,0,4,4,4,4
27,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,4,4,0,0,3,4,0,4,4,4,4
28,0,0,0,0,0,0,0,0,0,2,3,4,2,4,3,3,4,0,0,5,4,0,4,4,4,4
29,0,0,0,0,0,0,0,0,0,5,3,3,3,4,2,3,4,0,0,4,4,0,4,3,4,4
30,0,0,0,0,0,0,0,0,0,3,4,2,3,2,4,4,4,0,0,5,4,0,4,4,3,4
31,0,0,0,0,0,0,0,0,0,4,3,0,1,3,4,5,4,0,0,5,4,0,5,4,3,5
32,0,0,0,0,0,0,0,0,0,3,4,0,4,2,5,3,3,0,0,4,4,0,5,4,4,5
33,0,0,0,0,0,0,0,0,0,4,3,0,3,2,4,4,4,0,0,6,4,0,4,4,4,4
