,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50
0,42,21,2,11,1,1,1,10,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,11,11,11,10,10,10,11,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,11,10,10,10,10,10,10,0,0,0,9,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,9,9,9,9,9,8,8,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,11,9,9,9,9,9,8,9,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,9,9,9,9,9,9,8,0,0,0,9,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8,8,8,8,8,9,8,8,0,0,0,8,0,0,1,9,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,8,8,8,8,8,0,0,0,8,0,0,8,8,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,7,7,8,7,8,8,8,0,0,0,7,0,0,8,8,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,7,7,8,8,8,7,8,0,0,0,7,0,0,8,8,7,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,6,6,6,7,7,7,7,0,0,0,7,0,0,7,7,6,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,5,6,6,7,7,7,6,0,0,0,7,0,0,7,7,7,1,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,6,6,6,6,6,6,6,0,0,0,6,0,0,6,5,6,7,6,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,6,6,6,6,4,6,6,0,0,0,6,0,0,6,6,6,6,6,0,0,0,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,5,5,5,5,6,6,6,5,0,0,0,5,0,0,5,6,6,6,5,1,0,0,6,6,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,5,5,5,5,5,4,5,0,0,0,5,0,0,5,5,8,4,6,6,0,0,5,5,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,6,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
17,7,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
18,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,4,6,5,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,4,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20,6,5,5,4,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
21,3,3,4,4,5,4,5,4,0,0,0,4,0,0,6,8,4,6,6,6,0,0,5,6,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
22,6,5,4,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,6,4,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
23,7,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
24,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,4,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
25,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,4,5,5,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
26,7,5,5,5,5,5,5,5,0,0,0,5,0,0,4,5,5,4,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
27,6,5,5,5,4,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
28,6,5,5,5,5,5,5,5,0,0,0,5,0,0,4,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
29,6,5,5,5,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
30,7,5,5,5,5,5,5,4,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
31,6,5,5,5,4,5,5,5,0,0,0,5,0,0,5,5,4,5,5,5,0,0,5,5,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
32,4,4,4,4,4,5,4,5,0,0,0,5,0,0,5,5,5,5,5,4,0,0,5,5,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
33,4,4,4,4,4,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
34,4,4,4,4,5,5,5,3,0,0,0,5,0,0,5,5,4,5,5,5,0,0,5,5,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
35,4,4,3,5,5,5,5,4,0,0,0,5,0,0,5,5,4,5,5,5,0,0,5,6,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
36,4,4,4,4,5,5,5,5,0,0,0,5,0,0,5,5,4,5,5,5,0,0,5,5,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
37,4,4,4,4,5,5,5,5,0,0,0,4,0,0,5,5,5,5,5,5,0,0,5,5,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
38,4,4,4,4,5,5,5,5,0,0,0,5,0,0,5,5,5,5,5,5,0,0,5,5,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
