,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62
16,7,7,7,7,8,8,8,8,8,8,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,10,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,10,7,7,7,7,7,7,7,6,7,7,0,0,0,0,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,6,7,7,7,7,7,7,10,7,7,0,0,0,0,7,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,11,7,7,7,7,7,7,7,7,7,7,0,0,0,0,6,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,6,6,7,6,7,6,6,7,7,7,0,0,0,0,7,0,0,0,8,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,11,6,6,6,6,6,6,6,6,6,5,0,0,0,0,6,0,0,0,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,4,3,7,7,6,4,6,5,6,5,0,0,0,0,6,0,0,0,7,8,7,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,10,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,5,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,11,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,5,5,0,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,11,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,4,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,11,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,5,5,0,5,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,11,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,4,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,3,5,5,5,5,5,5,6,5,5,0,0,0,0,7,0,0,0,6,6,6,0,6,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,11,5,5,5,5,5,5,5,5,4,5,0,0,0,0,5,0,0,0,5,5,5,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4,4,5,5,4,5,5,5,5,5,6,0,0,0,0,6,0,0,0,6,6,6,0,6,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,11,5,5,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,5,5,4,0,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,4,4,4,4,5,4,5,5,5,5,5,0,0,0,0,5,0,0,0,5,5,5,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,3,4,4,4,5,5,5,4,5,5,0,0,0,0,4,0,0,0,5,5,5,0,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
38,9,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,4,4,4,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
39,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,4,4,4,0,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
40,1,2,3,3,3,3,4,4,3,4,4,0,0,0,0,4,0,0,0,4,5,3,0,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
41,5,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,0,0,0,4,4,4,0,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
42,13,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0
43,14,3,3,3,0,3,3,2,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0
44,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,4,4,4,4,4,2,0,0,0,0,0,0,0
45,14,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0
46,14,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,0,3,3,2,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,0,0,0,0,0,0,0
47,14,3,3,3,0,3,3,3,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,0,3,3,3,3,3,3,0,0,0,0,0,0,0
48,0,1,2,1,0,2,2,2,2,3,3,0,0,0,0,2,0,0,0,3,3,3,0,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,4,4,4,4,3,3,3,4,4,4,4,0,0
49,0,2,2,2,0,3,3,2,3,3,3,0,0,0,0,3,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,2,3,3,3,3,3,0
50,0,2,2,2,0,2,2,2,2,3,3,0,0,0,0,2,0,0,0,3,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3
