,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14.0,42.22
1,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78
2,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.2
3,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42
4,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,44.42
5,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2
6,141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61
7,310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.92
8,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36
9,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,29.22
10,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14.0,33.7
11,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.21
12,192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48
13,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.44
14,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.7
15,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.34
16,116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.28
17,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28.0,24.54
18,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100.0,50.94
19,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25
20,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.7
21,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59
22,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.06
23,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.37
24,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,56.0,32.85
25,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56.0,42.55
26,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.59
27,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87
28,313.0,161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44
29,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.33
30,151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.35
31,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3.0,21.91
32,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.3
33,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.47
34,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42
35,152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.01
36,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.8
37,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0,56.74
38,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.6
