,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.9
1,295.7,0.0,95.6,171.5,8.9,955.1,859.2,28.0,39.94
2,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.59
3,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14.0,22.72
4,154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.46
5,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14.0,34.67
6,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14.0,34.24
7,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100.0,43.06
8,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.03
9,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56.0,39.64
10,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.02
11,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.54
12,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,14.0,21.06
13,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.84
14,323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.7
15,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05
16,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,23.52
17,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.7
18,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.29
19,323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.8
20,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.13
21,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.4
22,446.0,24.0,79.0,162.0,11.6,967.0,712.0,56.0,55.25
23,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24
24,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56.0,51.43
25,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56.0,35.57
26,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14.0,31.35
27,389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.6
28,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.26
29,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.65
30,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46
31,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14.0,24.45
32,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3.0,15.04
33,475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.23
34,234.0,156.0,0.0,189.0,5.9,981.0,760.0,28.0,39.3
