,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14.0,25.37
1,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31
2,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89
3,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.84
4,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28.0,27.77
5,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56.0,44.4
6,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.06
7,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79
8,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04
9,313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46
10,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.86
11,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,51.02
12,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3.0,23.08
13,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28.0,41.41
14,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.2
15,313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.1
16,424.0,22.0,132.0,178.0,8.5,822.0,750.0,28.0,62.05
17,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21
18,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100.0,58.61
19,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28.0,31.27
20,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100.0,35.34
21,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28.0,44.03
22,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56.0,38.56
23,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3.0,12.47
24,388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.2
25,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.58
26,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35
27,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14.0,28.68
28,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02
29,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56.0,36.3
30,183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.79
