,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14.0,1
1,425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,1
2,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,1
3,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28.0,1
4,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28.0,1
5,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,1
6,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,1
7,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3.0,1
8,284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,1
9,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,1
10,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,1
11,424.0,22.0,132.0,168.0,8.9,822.0,750.0,3.0,1
12,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,1
13,141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,1
14,385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,1
15,424.0,22.0,132.0,168.0,8.9,822.0,750.0,56.0,1
16,425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,1
17,284.0,15.0,141.0,179.0,5.5,842.0,801.0,7.0,1
18,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,1
19,212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3.0,1
20,222.4,0.0,96.7,189.3,4.5,967.1,870.3,3.0,1
21,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14.0,1
22,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100.0,1
23,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,1
24,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,1
25,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,1
26,251.4,0.0,118.3,188.5,5.8,1028.4,757.7,56.0,1
27,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,1
28,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56.0,1
29,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,1
30,305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,1
31,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3.0,1
32,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56.0,1
33,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,1
34,212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,1
35,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,1
36,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,1
37,318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,1
38,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,1
39,260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,1
40,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28.0,1
41,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,1
42,236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,1
