,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56.0,31.35
1,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56.0,34.2
2,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3.0,18.02
3,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.1
4,313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.93
5,156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41
6,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,28.0,26.4
7,290.4,0.0,96.2,168.1,9.4,961.2,865.0,14.0,34.67
8,531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.8
9,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17
10,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14.0,33.73
11,312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.45
12,485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.99
13,288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.53
14,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56.0,33.96
15,425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.9
16,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.74
17,374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09
18,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7.0,9.01
19,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14.0,31.81
20,236.9,91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.63
21,238.1,0.0,94.1,186.7,7.0,949.9,847.0,100.0,44.3
22,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100.0,66.42
23,375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.7
24,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56.0,51.43
25,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28.0,31.12
26,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.85
27,108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.72
28,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56.0,39.15
29,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.86
30,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.13
31,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95
32,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3.0,10.03
33,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.26
