,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28.0,34.74
1,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.06
2,331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61
3,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.19
4,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13
5,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.42
6,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05
7,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05
8,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02
9,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3.0,15.52
10,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14.0,22.32
11,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.3
12,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100.0,53.9
13,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14.0,33.73
14,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3.0,21.29
15,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84
16,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56.0,39.27
17,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53
18,318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.5
19,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28.0,44.64
20,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95
21,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.3
22,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.87
23,389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.4
24,145.9,230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.72
25,331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26
26,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73
27,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100.0,33.56
28,359.0,19.0,141.0,154.0,10.9,942.0,801.0,56.0,66.78
29,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100.0,37.68
30,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.52
31,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,8.0
32,160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.84
