,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,1
1,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3.0,1
2,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28.0,1
3,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3.0,1
4,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,1
5,317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,1
6,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3.0,1
7,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,1
8,332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,1
9,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14.0,1
10,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,1
11,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,1
12,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,1
13,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28.0,1
14,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,1
15,491.0,26.0,123.0,201.0,3.9,822.0,699.0,7.0,1
16,362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,1
17,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,1
18,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,1
19,342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,1
20,380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,1
21,298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,1
22,366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,1
23,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14.0,1
24,310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,1
25,150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,1
26,136.0,162.0,126.0,172.0,10.0,923.0,764.0,28.0,1
27,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,1
28,136.0,196.0,98.0,199.0,6.0,847.0,783.0,28.0,1
29,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,56.0,1
30,143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,1
31,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3.0,1
32,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,1
33,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,1
34,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,1
35,167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3.0,1
36,321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,1
37,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,1
38,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,1
39,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,1
40,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56.0,1
41,203.5,305.3,0.0,203.5,0.0,963.4,630.0,7.0,1
42,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28.0,1
43,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,1
44,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,1
45,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,1
46,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,1
47,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3.0,1
48,305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,1
49,153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,1
50,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,1
51,318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,1
52,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,1
53,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,1
54,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,1
55,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,1
56,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,1
57,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,1
58,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,1
59,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100.0,1
60,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,3.0,1
61,238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,1
62,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,1
63,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,1
64,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,1
65,491.0,26.0,123.0,210.0,3.9,882.0,699.0,56.0,1
66,203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,1
67,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,1
