,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3.0,21.02
1,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22
2,388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.7
3,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4
4,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.4
5,298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.64
6,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14
7,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.25
8,168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14.0,17.82
9,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28.0,24.9
10,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.56
11,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56.0,31.72
12,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,14.0,26.31
13,310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.3
14,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,100.0,37.34
15,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.5
16,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.1
17,154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.34
18,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3.0,21.78
19,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14.0,25.37
20,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56.0,61.86
21,393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.11
22,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82
23,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.4
24,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56.0,43.5
25,427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.7
26,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56.0,51.43
27,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90.0,21.95
28,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13
29,289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24
30,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.41
31,102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.28
32,290.4,0.0,96.2,168.1,9.4,961.2,865.0,28.0,34.74
33,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.84
34,401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.5
35,427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01
36,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100.0,49.99
37,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3.0,12.54
38,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.4
39,250.0,0.0,95.7,191.8,5.3,948.9,857.2,28.0,27.22
40,424.0,22.0,132.0,178.0,8.5,822.0,750.0,7.0,39.0
41,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.06
42,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.17
43,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.06
44,350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.34
45,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52
46,146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.06
47,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,14.31
48,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2
49,425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.3
50,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3.0,21.91
51,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100.0,37.68
52,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94
53,155.0,0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74
54,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.42
55,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.1
56,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.76
57,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56.0,36.3
