,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.49
1,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42
2,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28.0,43.73
3,387.0,20.0,94.0,157.0,13.9,938.0,845.0,3.0,25.51
4,300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.84
5,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08
6,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.6
7,249.1,0.0,98.8,158.1,12.8,987.8,889.0,3.0,15.36
8,313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05
9,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28.0,51.02
10,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56.0,50.77
11,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.15
12,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84
13,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14.0,33.7
14,160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45
15,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.4
16,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.65
17,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42
18,362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.3
19,144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.2
20,332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.72
21,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,28.0,24.9
22,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.14
23,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.3
24,200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.17
25,162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.76
26,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14.0,22.14
27,149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69
28,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.66
29,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54
30,252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69
31,387.0,20.0,94.0,157.0,11.6,938.0,845.0,56.0,61.46
32,304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.26
33,149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.52
34,331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,39.0
35,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.92
36,446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,38.02
37,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.7
38,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28.0,39.16
39,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3.0,17.37
40,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,3.0,15.04
41,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.7
42,166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91
43,297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.96
44,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.44
45,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.1
46,202.0,11.0,141.0,206.0,1.7,942.0,801.0,3.0,9.85
47,312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.1
48,272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.25
49,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.31
50,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,54.77
51,350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29
52,342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.46
53,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42
54,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.62
55,249.1,0.0,98.8,158.1,12.8,987.8,889.0,14.0,28.68
56,380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.52
57,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.58
58,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100.0,58.61
59,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.4
60,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0,40.29
61,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100.0,43.06
62,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28.0,25.57
63,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.8
64,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100.0,45.37
65,379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.5
66,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3.0,21.91
67,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.03
68,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19
69,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76
70,158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.54
71,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,51.02
72,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100.0,46.23
73,313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.52
74,323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.2
75,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56.0,44.52
76,305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.14
77,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3.0,12.47
78,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.02
79,277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.57
80,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56.0,56.85
81,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05
82,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.12
83,190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14.0,22.72
84,475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.6
85,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56.0,28.63
86,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24
87,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90.0,35.17
88,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,29.22
89,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100.0,44.21
90,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3
91,359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,62.94
92,393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79
93,159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.68
94,167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.89
95,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14.0,24.43
96,480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89
97,322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77
98,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36
99,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35
100,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7.0,25.42
101,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.84
102,332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.27
103,266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.91
104,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.2
