,x1,x2,x3,x4,x5,x6,x7,x8,Target
0,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56.0,44.4
1,154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.79
2,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100.0,56.63
3,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.86
4,250.0,0.0,95.7,191.8,5.3,948.9,857.2,56.0,39.64
5,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.32
6,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.63
7,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28.0,22.49
8,375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.7
9,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28.0,30.23
10,153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.23
11,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.96
12,531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.2
13,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.8
14,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.8
15,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3.0,10.03
16,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56.0,31.54
17,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75
18,152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.86
19,313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.8
20,162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.65
21,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3
22,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94
23,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.94
24,332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.28
25,475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.8
26,135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29
27,325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.24
28,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.02
29,145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54
30,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3.0,23.52
31,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.09
32,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14.0,42.22
33,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.16
34,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.28
35,116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,22.35
36,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14.0,33.01
37,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.49
38,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28.0,50.6
39,382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42
40,144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.87
41,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2
42,153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.56
43,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14.0,29.59
44,141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.83
45,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3.0,15.61
46,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.46
47,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.13
48,173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.1
49,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,25.02
50,231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28.0,33.73
51,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28.0,39.16
52,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.45
53,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94
54,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.07
55,425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.8
56,165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.03
57,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7.0,38.61
58,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56.0,53.96
59,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54
60,469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.7
61,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14.0,24.99
62,480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.28
63,310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.87
64,339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16
65,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100.0,43.06
66,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.32
67,133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.59
68,251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14.0,24.43
69,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38
70,165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56.0,53.72
71,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.8
72,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3.0,13.4
73,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.13
74,469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.9
75,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3.0,14.4
76,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28.0,41.41
